st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c18,c19,c21,c22,c23,c24,c25,c27,c29,c30,c31,c32,c33,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51
TN,1/31/2022,20,0,0,1,0,0,0,0,0,12,6,101,0,0,0,0,0,0,0,0,0,0,0,0,1337,1312,4,4,0,275796,271910,1012,1012,0,86,1,0,22,0,0,3,1,0,0,0,0
TN,2/28/2022,22,1,4,0,0,0,0,0,0,17,0,65,57,2,0,0,0,0,0,0,0,0,0,0,1522,1502,1,0,1,328046,324643,275,0,275,110,0,34,0,0,0,0,0,0,0,0,0
TN,3/31/2022,23,2,2,2,0,0,0,0,0,7,0,95,157,0,0,0,0,0,0,0,0,0,51,0,1506,1463,4,4,0,308658,302098,1100,1100,0,100,2,0,28,0,0,0,0,0,0,0,0
TN,4/30/2022,16,0,1,0,0,0,0,0,0,3,0,74,26,0,0,0,0,0,0,0,0,0,0,0,831,790,0,0,0,164626,158127,0,0,0,68,0,0,20,0,0,0,0,0,0,0,0
TN,5/31/2022,13,1,1,0,0,0,0,0,0,7,0,55,96,0,0,0,0,0,0,0,0,0,0,0,3695,3552,4,0,4,676607,658476,1100,0,1100,547,0,1,22,0,0,1,0,0,0,0,0
TN,6/30/2022,5,0,0,0,0,0,0,0,0,7,0,1,141,0,0,0,0,0,0,0,0,0,0,0,840,821,0,0,0,137708,134594,0,0,0,68,0,0,16,0,0,1,0,0,0,0,0
TN,7/31/2022,5,0,1,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,1605,1525,2,2,0,288870,277009,160,160,0,67,0,0,25,0,0,0,0,0,0,0,0
TN,8/31/2022,3,1,0,0,0,0,0,0,0,6,0,26,242,0,0,0,0,0,0,0,0,0,0,0,558,540,0,0,0,96281,93894,0,0,0,74,0,11,0,0,0,0,0,0,0,0,0
TN,9/30/2022,2,0,0,0,0,0,0,0,0,4,0,7,19,0,0,0,0,0,0,0,0,0,0,0,758,745,0,0,0,135315,133546,0,0,0,20,0,0,26,0,0,0,0,0,0,0,0
TN,10/31/2022,2,0,0,0,0,0,0,0,0,0,0,4,49,0,0,0,0,0,0,0,0,0,0,0,98,95,0,0,0,22524,22076,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0
TN,11/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,51,48,0,0,0,12912,12445,0,0,0,6,0,0,2,0,0,2,0,0,0,0,0
TN,12/31/2022,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,0,0,373,328,0,0,0,64974,58787,0,0,0,23,0,0,7,0,0,0,0,0,0,0,0
TN,1/31/2023,6,0,0,0,0,0,0,0,0,5,0,9,3,0,0,0,0,0,0,0,0,0,0,0,153,149,0,0,0,33476,32672,0,0,0,14,0,0,3,0,0,1,0,0,0,0,0
TN,2/28/2023,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,131,128,0,0,0,26561,26331,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0
TN,3/31/2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,2022,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TN,4/30/2023,1,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,1932,1932,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TN,5/31/2023,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,84,83,0,0,0,13898,13652,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
TN,6/30/2023,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,39,38,0,0,0,8418,8325,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TN,7/31/2023,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,1788,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,8/31/2023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,67,0,0,0,9856,9395,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0
TN,9/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,58,58,0,0,0,10394,10394,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
TN,10/31/2023,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,3403,3403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,11/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,111,110,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0
TN,12/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,0,0,0,3788,3239,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
TN,1/31/2024,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,12385,12385,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
TN,2/29/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,4/30/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,226,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,4/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,5/31/2020,44766,0,0,262,0,0,312,0,0,44815,0,107335,0,16,262,0,614,0,0,312,0,970,0,0,124199,120787,1720,706,1014,50393723,49378103,814915,307474,507441,23451,138,181,0,0,0,49,0,0,0,0,0
TX,6/30/2020,70108,0,0,197,0,0,274,0,0,70309,0,327093,0,46,199,0,1836,0,0,275,0,2499,0,0,425388,410663,5274,2361,2913,166193431,162263859,2480539,1028838,1451701,62424,239,299,440,1,2,201,2,1,0,0,0
TX,7/31/2020,103031,0,0,136,0,0,160,0,0,103359,0,467539,0,41,137,0,1669,0,0,160,0,1978,0,0,502917,482917,3814,1798,2016,167045036,162526273,1739687,738836,1000851,85047,129,143,29302,204,277,328,1,0,0,0,0
TX,8/31/2020,153650,0,0,126,0,0,198,0,0,154226,0,824835,0,34,127,0,1392,0,0,199,0,1730,0,0,790731,756254,2981,1402,1579,235900092,229123991,1362914,570052,792862,112563,107,172,18560,95,95,576,1,1,0,0,0
TX,9/30/2020,209476,0,0,153,0,0,291,0,0,210047,0,1238622,0,16,154,0,1257,0,0,291,0,1687,0,0,1278974,1210633,3074,1249,1825,376048630,363184404,1426490,507679,918811,166309,123,216,34322,84,102,571,1,0,0,0,0
TX,10/31/2020,164978,0,12,114,0,0,273,0,0,165789,12,1557583,0,17543,118,0,1297,0,24,277,0,2300,0,38,1623895,1525324,3528,1337,2191,514666013,495243902,1658460,552552,1105908,169124,127,250,69253,80,123,811,4,4,0,0,0
TX,11/30/2020,136232,0,57,141,0,0,297,0,1,137554,57,1642476,0,52632,143,0,1359,0,52,297,1,2419,0,68,1553894,1444328,3689,1384,2305,530112826,507581147,1713401,552766,1160635,88022,99,208,87725,76,133,1322,2,0,0,0,0
TX,12/31/2020,73005,0,43,93,0,0,260,0,0,74657,43,1562493,0,45956,96,0,1436,0,86,263,0,2729,0,97,1538739,1409804,4220,1453,2767,547975453,521297891,1996818,598501,1398317,70276,91,244,33960,116,178,1652,3,3,0,0,0
TX,1/31/2021,76204,0,63,177,0,0,303,0,0,79633,63,1289575,0,37122,189,0,1562,0,98,306,0,3042,0,160,1190138,1083293,4562,1690,2872,415011073,393413923,2106261,666499,1439762,59183,117,218,99439,105,145,3429,12,3,0,0,0
TX,2/28/2021,42632,0,60,177,0,0,202,0,1,46202,60,1566970,0,48397,184,0,2839,0,171,209,1,4145,0,239,1596529,1465813,7151,2991,4160,544781422,518267207,3308015,1209529,2098486,38939,165,220,35740,51,74,3570,7,7,0,0,0
TX,3/31/2021,56478,0,73,233,0,0,242,0,0,59968,73,2089281,0,60316,241,0,3905,0,240,246,0,5386,0,329,2137473,1963478,10054,4242,5812,719872348,685319354,4652138,1713424,2938714,41395,196,266,22056,38,73,3490,8,4,0,0,0
TX,4/30/2021,44435,0,70,204,0,1,398,0,1,47092,70,2074825,0,54510,208,1,4303,0,220,402,1,5774,0,286,2213464,2045519,11042,4817,6225,753761355,720580537,5132341,1978288,3154053,31683,180,212,19838,36,78,2657,4,4,0,0,0
TX,5/31/2021,48529,0,67,167,0,0,263,0,0,51561,67,2352671,0,62009,177,0,5364,0,270,266,0,7017,0,376,2124330,1960901,11218,5078,6140,725975641,693637287,5190564,2089892,3100672,22538,130,113,17342,55,53,3032,10,3,0,0,0
TX,6/30/2021,21182,0,66,114,0,0,145,0,0,24207,66,2211349,0,58766,119,0,5467,0,255,149,0,6636,0,332,2456303,2285593,13484,6151,7333,845739424,811450369,6282835,2564623,3718212,22585,121,154,16622,56,59,3025,5,4,0,0,0
TX,7/31/2021,1743,0,40,13,0,0,10,0,0,3065,40,265462,0,7232,15,0,727,0,32,13,0,1003,0,41,502958,465761,2890,1344,1546,163126498,155855878,1325129,544902,780227,5810,31,36,13498,91,74,1322,2,3,0,0,0
TX,8/31/2021,842,0,19,14,0,0,6,0,0,1348,19,6376,0,278,16,0,9,0,0,6,0,29,0,7,35465,32123,323,183,140,10861486,10244970,134194,63184,71010,1368,14,14,859,4,2,506,2,0,0,0,0
TX,9/30/2021,536,0,4,4,0,0,1,0,0,715,4,3058,0,190,4,0,0,0,0,1,0,3,0,0,16274,14808,76,56,20,4734170,4476378,30417,25419,4998,692,5,3,413,1,1,179,0,0,0,0,0
TX,10/31/2021,705,0,5,2,0,0,3,0,0,806,5,2706,0,115,2,0,8,0,0,4,0,22,0,0,27728,25224,112,46,66,7803988,7408281,41211,10935,30276,873,1,2,588,2,0,101,0,1,0,0,0
TX,11/30/2021,284,0,1,1,0,0,0,0,0,369,1,2140,0,106,2,0,25,0,0,0,0,13,0,3,9997,9238,51,22,29,2914677,2798247,19369,6420,12949,445,0,1,231,1,0,85,1,0,0,0,0
TX,12/31/2021,418,0,2,2,0,0,1,0,0,474,2,1721,0,95,3,0,28,0,0,1,0,12,0,17,9587,8720,106,53,53,2761518,2626703,42588,15820,26768,563,3,2,349,2,1,56,1,0,0,0,0
TX,1/31/2022,133,0,2,1,0,0,1,0,0,162,2,939,0,23,1,0,0,0,0,1,0,0,0,0,4396,3922,9,0,9,1270081,1193975,4689,0,4689,225,0,1,144,0,0,29,0,0,0,0,0
TX,2/28/2022,53,16,1,0,0,0,0,0,0,53,1,926,0,44,0,0,0,0,0,0,0,26,0,0,4974,4568,39,2,37,1503170,1438668,17871,820,17051,169,0,0,175,1,1,37,0,0,0,0,0
TX,3/31/2022,24,0,3,0,0,0,0,0,0,41,3,734,0,17,0,0,0,0,0,0,0,0,0,0,7092,6421,21,11,10,1853899,1747341,6004,3234,2770,139,0,1,329,0,0,17,0,0,0,0,0
TX,4/30/2022,21,0,1,0,0,0,0,0,0,27,1,244,0,10,0,0,0,0,0,0,0,0,0,2,14910,13942,74,31,43,3958347,3805491,27256,6733,20523,110,0,1,353,0,0,6,0,0,0,0,0
TX,5/31/2022,16,0,1,0,0,0,0,0,0,24,1,218,0,6,0,0,0,0,0,0,0,0,0,0,2406,2082,0,0,0,646026,601223,0,0,0,80,0,1,74,0,0,8,0,0,0,0,0
TX,6/30/2022,12,0,1,0,0,0,0,0,0,14,1,381,0,0,0,0,0,0,0,0,0,0,0,0,42316,36291,215,50,165,13454233,12242170,100528,20199,80329,6198,5,22,1063,1,4,2,0,0,0,0,0
TX,7/31/2022,7,0,1,0,0,0,0,0,0,11,1,216,0,12,0,0,2,0,0,0,0,6,0,0,940,795,5,0,5,165082,146102,2535,0,2535,26,0,1,37,0,0,4,0,0,0,0,0
TX,8/31/2022,6,0,1,0,0,0,0,0,0,6,1,364,0,0,0,0,0,0,0,0,0,4,0,0,1329,1088,22,9,13,345146,299441,9016,2451,6565,42,0,1,41,0,1,0,0,0,0,0,0
TX,9/30/2022,9,0,0,0,0,0,0,0,0,13,0,200,0,0,0,0,0,0,0,0,0,0,0,0,1291,1124,4,4,0,339264,308672,1504,1504,0,31,0,0,40,0,0,4,0,0,0,0,0
TX,10/31/2022,11,0,1,0,0,0,0,0,0,12,1,228,0,0,0,0,0,0,0,0,0,0,0,0,967,815,0,0,0,255931,229593,0,0,0,19,0,0,27,0,0,1,0,0,0,0,0
TX,11/30/2022,6,0,0,0,0,0,0,0,0,8,0,336,0,0,0,0,0,0,0,0,0,0,0,0,1143,980,0,0,0,274362,247948,0,0,0,25,0,0,30,0,0,2,0,0,0,0,0
TX,12/31/2022,3,0,0,0,0,0,0,0,0,5,0,216,0,0,0,0,0,0,0,0,0,0,0,0,879,785,0,0,0,241666,227838,0,0,0,12,0,0,36,0,0,2,0,0,0,0,0
TX,1/31/2023,7,0,0,0,0,0,0,0,0,8,0,279,0,6,0,0,0,0,0,0,0,0,0,0,1111,972,4,2,2,278085,250185,2084,1042,1042,24,0,0,30,0,0,1,0,0,0,0,0
TX,2/28/2023,5,0,0,1,0,0,0,0,0,5,0,111,0,0,1,0,0,0,0,0,0,0,0,0,1129,978,7,7,0,269000,239727,3745,3745,0,19,0,1,35,0,0,0,0,0,0,0,0
TX,3/31/2023,9,0,1,0,0,0,0,0,1,9,1,145,0,0,0,0,0,0,0,0,1,0,0,0,1366,1191,6,0,6,372207,341442,2955,0,2955,17,0,0,51,0,1,0,0,0,0,0,0
TX,4/30/2023,3,0,0,0,0,0,0,0,0,3,0,197,0,0,0,0,0,0,0,0,0,0,0,0,1727,1498,5,2,3,523015,476537,2605,1042,1563,10,0,0,61,0,0,0,0,0,0,0,0
TX,5/31/2023,5,0,0,0,0,0,0,0,0,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,605,531,0,0,0,171282,163155,0,0,0,43,0,0,22,0,0,1,0,0,0,0,0
TX,6/30/2023,2,0,0,0,0,0,0,0,0,3,0,128,0,8,0,0,0,0,0,0,0,0,0,0,407,331,3,3,0,103535,92892,1563,1563,0,10,0,0,11,0,0,1,0,0,0,0,0
TX,7/31/2023,0,0,0,0,0,0,0,0,0,0,0,161,0,14,0,0,0,0,0,0,0,0,0,0,301,245,0,0,0,69110,60748,0,0,0,13,0,0,22,0,0,0,0,0,0,0,0
TX,8/31/2023,3,0,0,0,0,0,0,0,0,3,0,108,0,0,0,0,0,0,0,0,0,0,0,0,304,249,4,4,0,70511,60864,2028,2028,0,9,0,0,10,0,0,0,0,0,0,0,0
TX,9/30/2023,1,0,0,0,0,0,0,0,0,1,0,82,0,2,0,0,0,0,0,0,0,0,0,0,288,241,0,0,0,52096,46896,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0
TX,10/31/2023,1,0,0,0,0,0,0,0,0,1,0,143,0,0,0,0,0,0,0,0,0,0,0,0,349,279,0,0,0,80733,73370,0,0,0,21,0,0,16,0,0,0,0,0,0,0,0
TX,11/30/2023,3,0,0,0,0,0,0,0,0,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,576,483,2,1,1,138462,129454,1042,507,535,13,0,1,46,0,1,0,0,0,0,0,0
TX,12/31/2023,2,0,0,0,0,0,0,0,0,2,0,137,0,0,0,0,0,0,0,0,0,0,0,0,183,130,0,0,0,31164,28461,0,0,0,4,0,0,19,0,0,0,0,0,0,0,0
TX,1/31/2024,0,0,0,0,0,0,0,0,0,1,0,183,0,0,0,0,0,0,0,0,0,0,0,0,172,146,0,0,0,45923,42584,0,0,0,6,0,0,23,0,0,1,0,0,0,0,0
TX,2/29/2024,1,0,0,0,0,0,0,0,0,1,0,89,0,0,0,0,0,0,0,0,0,0,0,0,333,284,0,0,0,86434,77857,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0
TX,3/31/2024,2,0,0,0,0,0,0,0,0,2,0,109,0,0,0,0,0,0,0,0,0,0,0,0,1026,867,4,2,2,308369,275877,2084,1042,1042,3,0,0,35,0,1,0,0,0,0,0,0
TX,4/30/2024,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,146,135,0,0,0,9511,9696,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0
TX,5/31/2024,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,65,58,0,0,0,12097,11963,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
TX,6/30/2024,1,0,0,0,0,0,0,0,0,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,0,18208,18386,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0
UT,4/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,5/31/2020,2170,8,112,17,0,5,2,0,0,0,0,5707,95,301,0,0,0,0,0,0,0,0,0,0,4738,4529,0,0,0,1869095,1811579,0,0,0,1195,0,0,0,0,0,15,0,0,0,0,0
UT,6/30/2020,2837,9,146,15,0,7,4,0,1,0,0,13644,395,842,0,0,0,12,0,0,0,0,0,0,15542,14839,0,0,0,6008006,5829012,0,0,0,2563,0,0,198,0,0,61,1,0,0,0,0
UT,7/31/2020,4086,24,176,15,0,0,1,0,0,0,0,22293,348,1070,0,0,0,2,0,0,0,0,0,0,21467,20481,0,0,0,7334748,7098369,0,0,0,3578,0,0,562,0,0,34,0,0,0,0,0
UT,8/31/2020,5323,26,198,12,0,0,2,0,1,0,0,40950,673,1683,0,0,0,10,0,0,0,0,0,0,37205,35568,0,0,0,11825534,11456823,0,0,0,4430,0,0,862,0,0,55,0,0,0,0,0
UT,9/30/2020,4206,56,152,6,0,2,1,0,0,0,0,39174,987,1480,0,0,0,17,0,0,0,0,0,0,34895,33162,0,0,0,11386256,10984887,0,0,0,3521,0,0,1478,0,0,93,0,0,0,0,0
UT,10/31/2020,4036,59,183,17,0,3,4,0,0,0,0,40366,1979,1461,0,0,0,27,0,0,0,0,0,0,39781,37649,0,0,0,13505797,12969413,0,0,0,4254,0,0,1941,0,0,184,0,0,0,0,0
UT,11/30/2020,3369,62,125,44,0,6,0,0,0,0,0,44849,3098,1720,0,0,0,12,0,0,0,0,0,0,43140,40592,0,0,0,15638233,14965621,0,0,0,3245,0,0,2327,0,0,371,1,0,0,0,0
UT,12/31/2020,2204,49,89,32,0,4,0,0,0,0,0,32663,2699,1224,0,0,18,21,0,0,0,0,0,0,34088,31830,0,0,0,12802908,12196668,0,0,0,2336,0,0,2571,0,0,415,2,0,0,0,0
UT,1/31/2021,2296,54,107,43,0,5,2,0,0,0,0,55750,2566,2273,0,0,0,16,0,0,0,0,0,0,43211,40574,0,0,0,15928666,15203259,0,0,0,2075,0,0,10,0,0,1347,2,0,0,0,0
UT,2/28/2021,1591,46,79,36,0,2,0,0,0,0,0,57576,2803,2326,0,0,0,26,0,0,0,0,0,0,57605,54053,0,0,0,20577594,19652264,0,0,0,1793,0,0,8,0,0,583,1,0,0,0,0
UT,3/31/2021,1481,34,79,33,0,2,2,0,0,0,0,59305,3473,2435,0,0,3,29,0,0,0,0,0,0,70249,65787,0,0,0,25059704,23909385,0,0,0,1759,0,0,3,0,0,420,1,0,0,0,0
UT,4/30/2021,1089,48,57,23,0,2,0,0,0,0,0,52317,2774,2244,0,0,0,20,0,0,0,0,0,0,51882,49133,0,0,0,18667590,17944282,0,0,0,1053,0,0,1,0,0,458,3,0,0,0,0
UT,5/31/2021,962,17,61,15,0,0,3,0,0,0,0,61270,2584,2631,0,0,0,16,0,0,0,0,0,0,58628,55797,0,0,0,21159160,20400540,0,0,0,959,0,0,1,0,0,435,0,0,0,0,0
UT,6/30/2021,626,20,46,7,0,2,1,0,0,1,0,50451,2081,2151,0,0,0,19,0,0,0,0,0,0,54077,51636,0,0,0,19490563,18849499,0,0,0,672,0,0,2,0,0,232,0,0,0,0,0
UT,7/31/2021,42,12,3,1,0,0,0,0,0,0,0,1167,1615,91,0,0,0,10,0,0,0,0,0,0,3155,2969,0,0,0,1101078,1059244,0,0,0,113,0,0,0,0,0,3,0,0,0,0,0
UT,8/31/2021,13,14,2,0,0,0,0,0,0,0,0,112,1366,6,0,0,0,4,0,0,0,0,0,0,685,655,0,0,0,225615,223383,0,0,0,31,0,0,0,0,0,1,0,0,0,0,0
UT,9/30/2021,2,0,2,0,0,0,0,0,0,0,0,11,413,0,0,0,0,0,0,0,0,0,0,0,179,25,0,0,0,58065,12988,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
UT,10/31/2021,4,0,1,0,0,0,0,0,0,0,0,23,55,0,0,0,0,0,0,0,0,0,0,0,67,53,0,0,0,21003,17179,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
UT,11/30/2021,4,1,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,85,81,0,0,0,21041,25200,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0
UT,12/31/2021,2,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,65,58,0,0,0,18577,19040,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UT,1/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,7253,7989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,2/28/2022,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,30,27,0,0,0,7865,6988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UT,3/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,1784,1886,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
UT,4/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,16,0,0,0,4794,5305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UT,5/31/2022,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,76,0,0,0,32687,31616,0,0,0,7,0,0,3,0,0,2,0,0,0,0,0
UT,6/30/2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,1771,1520,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
UT,7/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,975,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,8/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
UT,9/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,10/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,11/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,12/31/2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,1/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,2/28/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,3/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,4/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,5/31/2023,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,6/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,560,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,7/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,8/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,9/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,10/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,11/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,12/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,1/31/2024,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,2/29/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,3/31/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,4/30/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT,5/31/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
