st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c18,c19,c21,c22,c24,c25,c27,c29,c30,c31,c32,c33,c35,c36,c38,c39,c40,c41,c42,c43,c45,c46,c47,c48,c49,c50,c51
FL,10/31/2003,15758,434,733,0,1,0,0,5,0,1,0,133257,13902,6207,0,0,402,69,21,0,733,125,96,137803,134167,1224,418,806,29768125,29241871,96247,215798,15063,49,76,10521,40,652,1,2,0,0,0
FL,11/30/2003,12478,350,529,0,4,0,0,6,0,1,0,122240,12512,5588,0,0,475,65,21,0,693,85,86,125574,122429,1255,501,754,27074472,26613816,117665,200648,12662,66,56,9610,61,595,2,5,350,4,6
FL,12/31/2003,13272,394,614,0,4,0,0,3,1,0,0,150250,12956,6896,0,0,542,105,23,0,878,79,94,155432,151370,1515,557,958,33766227,33166658,130265,250770,14888,58,85,12428,59,777,3,5,0,0,0
FL,1/31/2004,403,112,42,0,0,0,0,3,0,0,0,99182,11646,4423,0,0,378,87,26,0,617,71,73,103333,100493,1111,409,702,22429178,22017572,95787,185598,3810,20,23,10039,61,682,3,6,0,0,0
FL,2/29/2004,178,79,24,0,0,0,0,1,0,0,0,53579,6621,2411,0,0,207,32,14,0,391,37,33,55895,53926,2398,219,424,12093587,11819481,49555,112102,246,0,2,8478,45,473,4,3,0,0,0
FL,3/31/2004,281,51,14,0,0,0,0,0,1,0,0,23755,0,1019,0,0,60,0,25,0,182,0,16,24684,23396,278,86,192,5350641,5176258,20974,47157,147,2,1,6123,54,447,1,1,0,0,0
FL,4/30/2004,68,16,7,0,0,0,0,0,0,0,0,3851,0,181,0,0,8,0,12,0,17,0,2,4436,4097,24,8,16,1002328,954066,1474,2803,69,0,0,463,2,221,0,0,0,0,0
FL,5/31/2004,11,12,0,0,0,0,0,0,0,0,0,1698,0,0,0,0,13,0,0,0,0,0,0,1941,1888,18,13,5,466780,461171,3575,1314,14,1,0,131,0,60,0,0,0,0,0
FL,6/30/2004,7,4,2,0,0,0,0,0,0,0,0,1370,0,71,0,0,0,0,0,0,0,0,0,1529,1489,4,0,0,367906,361095,0,0,9,0,0,110,0,55,1,0,0,0,0
FL,7/31/2004,2,2,1,0,0,0,0,0,0,0,0,686,0,27,0,0,0,0,0,0,0,0,0,799,772,0,0,0,193166,188431,0,0,4,0,0,92,0,13,0,0,0,0,0
FL,8/31/2004,3,1,1,0,0,0,0,0,0,0,0,406,0,19,0,0,1,0,0,0,0,0,0,426,411,0,0,0,100772,98394,0,0,0,0,0,58,0,4,0,0,0,0,0
FL,9/30/2004,4,1,0,0,0,0,0,0,0,5,0,145,0,7,0,0,0,0,0,0,0,0,0,185,173,13,0,0,41262,39052,0,0,1,0,0,43,0,1,0,0,0,0,0
FL,10/31/2004,2,1,0,0,0,0,0,0,0,0,0,43,0,4,0,0,0,0,0,0,0,0,0,42,42,0,0,0,7708,7708,0,0,0,0,0,5,0,0,0,0,0,0,0
FL,11/30/2004,0,0,0,0,0,0,0,0,0,0,0,38,0,4,0,0,0,0,0,0,0,0,0,52,50,0,0,0,9468,9221,0,0,1,0,0,5,0,0,0,0,0,0,0
FL,12/31/2004,1,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,27,26,4,0,0,4227,3781,0,0,0,0,0,5,0,0,0,0,0,0,0
FL,1/31/2005,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,7961,7961,0,0,1,1,0,4,0,0,0,0,0,0,0
FL,2/28/2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,996,996,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,3/31/2005,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,0,2106,1832,0,0,1,0,0,2,0,0,0,0,0,0,0
FL,4/30/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,6426,6426,0,0,0,0,0,4,0,0,0,0,0,0,0
FL,5/31/2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,0,2539,1722,0,0,0,0,0,2,0,0,0,0,0,0,0
FL,6/30/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,171,93,0,0,0,0,0,1,0,0,0,0,0,0,0
FL,7/31/2005,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,297,297,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,8/31/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1277,1277,0,0,1,1,0,0,0,0,0,0,0,0,0
FL,9/30/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,550,500,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,10/31/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,11/30/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12/31/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,4649,4649,0,0,1,0,0,2,0,0,0,0,0,0,0
FL,1/31/2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FL,2/28/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,3/31/2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,4/30/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,5/31/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,6/30/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,7/31/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,8/31/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,9/30/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,10/31/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,11/30/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12/31/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,1872,1872,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,1/31/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,2/28/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,269,0,0,0,0,1,0,0,0,0,0,0
FL,3/31/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,676,676,0,0,0,0,0,1,0,0,0,0,0,0,0
FL,4/30/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,5/31/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,550,550,0,0,0,0,0,1,0,0,0,0,0,0,0
FL,6/30/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,275,275,0,0,0,0,0,1,0,0,0,0,0,0,0
FL,7/31/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,8/31/2007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,9/30/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,10/31/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,11/30/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12/31/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,1/31/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,2/29/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,3/31/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,4/30/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,5/31/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,6/30/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,7/31/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,8/31/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,9/30/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,10/31/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,11/30/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12/31/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,1/31/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,2/28/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,550,550,0,0,0,0,0,1,0,0,0,0,0,0,0
FL,4/30/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,5/31/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,6/30/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,7/31/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,8/31/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,9/30/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,10/31/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,11/30/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12/31/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,1/31/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,2/28/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,3/31/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,4/30/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,5/31/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,6/30/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,7/31/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,8/31/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,9/30/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,10/31/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,11/30/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12/31/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,1/31/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,2/28/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,3/31/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,4/30/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,6/30/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,7/31/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,8/31/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,9/30/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,10/31/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,11/30/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12/31/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,1/31/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,2/29/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,3/31/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,4/30/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,5/31/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,6/30/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,7/31/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,8/31/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,9/30/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,10/31/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,11/30/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12/31/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,1890,1890,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,1/31/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,3/31/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,4/30/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,5/31/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,6/30/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,8/31/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,9/30/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,4/30/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,3/31/2002,27660,5,986,216,46,4,208,1,13,0,0,42458,0,1180,0,0,362,0,10,0,292,0,23,40337,39462,962,903,680,8684649,8601352,100832,83048,21048,160,146,0,0,38,0,207,5,46,0
GA,4/30/2002,12884,9,722,72,100,6,127,0,12,0,0,92227,0,3340,0,0,697,0,13,0,775,0,51,148817,144177,3527,3272,2569,31012639,30479187,321276,355222,15882,89,157,1577,4,174,2,0,9,100,0
GA,5/31/2002,9799,108,561,76,64,2,74,0,10,0,0,137094,0,5633,0,0,904,0,14,0,1285,0,113,138545,134378,3200,2960,2450,28810658,28226364,253916,379427,7434,52,77,6842,152,251,2,1,108,64,0
GA,6/30/2002,10539,135,506,136,51,2,71,2,9,0,0,111149,0,5164,0,0,936,0,9,0,1229,0,97,110134,106927,2925,2737,2224,23240145,22801157,239800,345721,10619,54,85,13673,237,301,3,0,135,51,2
GA,7/31/2002,10084,135,481,81,48,2,68,3,5,0,0,115580,0,5368,0,0,1130,0,13,0,1035,0,101,117131,114187,3372,3184,2306,24564176,24166013,329805,305491,10779,88,78,9364,133,321,3,2,135,48,3
GA,8/31/2002,7781,117,404,78,46,3,56,2,7,0,0,85596,0,3976,0,0,704,0,14,0,711,0,64,87221,85023,2233,2065,1558,18532142,18234621,211217,213583,9953,45,60,9813,105,356,0,0,117,46,2
GA,9/30/2002,7205,95,338,103,30,3,49,4,1,0,0,77078,0,3448,0,0,663,0,18,0,695,0,50,78131,75826,1916,1764,1473,16699219,16394369,176151,198882,7832,54,65,7867,102,328,5,2,95,30,4
GA,10/31/2002,9116,317,430,130,40,7,62,3,8,0,0,88510,0,3876,0,0,957,0,27,0,818,0,57,90302,87550,2555,2413,1907,19143568,18767436,273669,233781,8450,92,74,10172,83,390,3,0,0,0,0
GA,11/30/2002,7054,161,350,109,40,4,59,3,3,0,0,88510,0,3083,0,0,957,0,36,0,818,0,48,70705,68492,2244,2147,1609,14932306,14624999,266527,189030,7104,91,69,5724,46,394,8,1,0,0,0
GA,12/31/2002,9068,181,416,121,27,2,72,9,7,0,0,85552,0,3754,0,0,1062,0,51,0,870,0,60,86780,84142,2731,2629,1993,18422220,18047996,318927,240833,7146,80,63,19600,1,350,1,1,181,27,9
GA,1/31/2003,7626,132,0,90,40,0,75,5,0,0,0,67986,0,2985,0,0,775,0,45,0,717,0,63,68432,66280,2085,1991,1605,14618821,14307865,232984,204656,7611,100,74,6402,58,333,8,1,132,40,5
GA,2/28/2003,7416,190,350,80,23,3,92,3,7,0,0,69140,0,3023,0,0,651,0,36,0,799,0,77,70131,67612,1969,1864,1571,15017057,14655793,187330,233952,7400,67,94,5540,45,271,5,1,190,23,3
GA,3/31/2003,7749,128,339,38,31,3,81,2,4,0,0,71229,0,3217,0,0,531,0,32,0,992,0,84,72100,69571,1943,1849,1664,1556811,15209008,148562,293079,7616,49,102,5664,54,286,6,2,128,31,2
GA,4/30/2003,9390,175,438,58,24,7,94,7,11,0,0,87440,0,3932,0,0,564,0,44,0,1209,0,99,89383,86297,2304,2146,1984,19250115,18802586,161188,358688,9519,55,107,7041,76,352,1,1,175,24,7
GA,5/31/2003,7961,151,380,51,33,5,67,2,5,0,0,73469,0,3182,0,0,412,0,52,0,967,0,88,74478,71867,1857,1705,1604,15940687,15560768,127727,292434,7831,45,70,6186,82,483,12,0,151,33,2
GA,6/30/2003,7518,126,367,45,44,3,65,2,5,0,0,74421,0,3396,0,0,482,0,49,0,863,0,79,58959,58237,1478,1382,1220,12710157,12603547,120120,205236,6266,39,60,4788,58,421,32,3,126,44,2
GA,7/31/2003,9811,183,406,89,27,2,82,1,7,0,0,91593,0,4317,0,0,777,0,59,0,1010,0,105,93323,93323,2479,2318,2031,20330423,20330423,236944,311942,9875,90,97,7258,88,387,11,1,183,27,1
GA,8/31/2003,7955,132,342,80,24,4,55,1,4,0,0,76438,0,3518,0,0,680,0,31,0,786,0,87,77312,77312,2027,1904,1671,16879938,16879938,196307,247698,8097,84,64,6047,52,330,4,0,132,24,1
GA,9/30/2003,9402,176,412,124,25,3,63,5,4,0,0,91045,0,4030,0,0,906,0,44,0,909,0,75,92800,92800,2480,2352,1980,20125383,20125383,251024,27010,9510,108,75,7264,72,284,10,1,176,25,5
GA,10/31/2003,7491,171,341,127,20,4,52,5,3,0,0,74033,0,3314,0,0,874,0,29,0,704,0,48,75644,75644,2344,2245,1668,16225425,16225425,258691,209678,7721,107,57,6234,67,397,5,2,171,20,5
GA,11/30/2003,7045,157,329,98,28,1,43,5,5,0,0,70522,0,3270,0,0,849,0,22,0,623,0,30,72202,72202,2228,2120,1539,15372286,15372286,260083,187245,7188,106,52,5903,49,423,15,1,157,28,5
GA,12/31/2003,9150,157,375,165,19,3,74,6,8,0,0,86993,0,4159,0,0,1150,0,18,0,768,0,74,89157,89157,2754,2625,2046,19084661,19084661,342147,236442,9057,153,83,7418,48,413,0,0,157,19,6
