st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c18,c19,c21,c22,c24,c25,c27,c29,c30,c31,c32,c33,c35,c36,c38,c39,c40,c41,c42,c43,c45,c46,c47,c48,c49,c50,c51
NE,11/30/2003,1005,0,132,4,0,2,2,0,0,0,0,11044,632,1341,0,0,23,4,6,0,7,1,12,10887,10964,1204,62,19,2087393,1216595,9931,4706,1090,7,3,720,0,114,0,0,0,0,0
NE,12/31/2003,1167,0,137,6,0,2,2,0,0,0,0,11795,553,1462,0,0,48,9,13,0,15,4,12,13745,13861,1630,101,23,2656458,1545078,16060,5619,1336,8,2,878,2,119,0,0,0,0,0
NE,1/31/2004,5,0,7,0,0,0,0,0,0,0,0,8391,533,1066,0,0,37,2,13,0,18,8,2,10245,10332,1205,87,21,1993810,1167020,14261,5149,166,0,0,803,1,69,0,0,0,0,0
NE,2/29/2004,0,0,1,0,0,0,0,0,0,0,0,4729,302,640,0,0,21,2,10,0,15,2,0,5289,5319,650,50,15,1012238,568171,9125,3624,6,0,0,767,2,52,0,0,0,0,0
NE,3/31/2004,0,0,0,0,0,0,0,0,0,0,0,1628,110,187,0,0,6,0,9,0,4,3,0,2280,2305,247,26,5,426624,214872,4129,1215,2,0,0,586,1,32,1,0,0,0,0
NE,4/30/2004,0,0,1,0,0,0,0,0,0,0,0,117,37,8,0,0,1,0,0,0,0,0,0,334,344,18,6,0,66954,25582,372,0,1,0,0,17,0,33,0,0,0,0,0
NE,5/31/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,197,8,0,0,47516,17268,0,0,0,0,0,0,0,3,0,0,0,0,0
NE,6/30/2004,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,224,219,10,0,0,52921,20628,0,0,0,0,0,0,0,2,0,0,0,0,0
NE,8/31/2004,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,197,193,5,0,0,47399,21890,0,0,0,0,0,0,0,2,0,0,0,0,0
NE,9/30/2004,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,154,155,4,0,0,37745,17188,0,0,2,0,0,0,0,1,0,0,0,0,0
NE,10/31/2004,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,136,136,4,0,0,32525,14028,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,11/30/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,151,5,0,0,37320,16556,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,12/31/2004,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,126,125,4,0,0,30443,13226,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,1/31/2005,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,99,98,6,0,0,25246,11028,674,0,0,0,0,0,0,0,0,0,0,0,0
NE,2/28/2005,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,53,53,2,0,0,12708,5304,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,3/31/2005,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,52,51,0,0,0,12408,6368,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,4/30/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,5/31/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,6/30/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,7/31/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,8/31/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,9/30/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,11/30/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,3/31/2002,45,45,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
NH,4/30/2002,1339,38,0,0,0,0,0,0,0,0,0,8057,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,5/31/2002,0,749,0,0,0,0,0,0,0,0,0,0,11336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,6/30/2002,553,20,57,0,0,0,1,0,0,0,0,8843,2281,744,0,0,14,17,4,0,17,1,3,9608,9141,38,18,20,2526964,2431511,2815,5834,72,0,0,649,0,36,0,0,20,0,0
NH,7/31/2002,583,24,64,10,0,0,0,0,0,0,0,7456,2093,694,0,0,12,18,1,0,7,0,6,8083,7796,26,13,13,2144231,2090119,2548,3749,471,2,0,742,2,31,0,0,0,0,0
NH,8/31/2002,506,52,46,5,1,0,2,0,0,0,0,5812,2375,555,0,0,12,13,0,0,11,0,1,6405,6179,14,11,3,1721278,1678355,1601,903,537,1,1,383,1,20,0,0,0,0,0
NH,9/30/2002,381,13,35,2,0,0,0,0,0,0,0,5970,1580,573,0,0,18,21,0,0,4,11,0,6430,6190,21,17,4,1731240,1686477,2363,1204,453,1,0,392,0,25,0,0,0,0,0
NH,10/31/2002,447,22,51,4,2,0,1,0,0,0,0,4531,1376,438,0,0,16,12,0,0,4,2,0,4916,4666,21,17,4,1318476,1272286,3284,1204,419,1,0,345,0,22,0,0,0,0,0
NH,11/30/2002,444,2,40,0,0,0,1,0,0,0,0,4467,985,379,0,0,8,7,0,0,4,0,0,4851,4594,13,8,5,1283486,1236770,2371,1565,528,0,1,300,1,21,0,0,0,0,0
NH,12/31/2002,410,22,52,4,0,0,0,0,0,0,0,5590,951,511,0,0,12,10,0,0,2,0,0,6015,5805,16,13,3,1633196,1594661,4347,858,474,2,1,274,0,31,0,0,0,0,0
NH,1/31/2003,563,20,69,2,1,0,0,0,0,0,0,4475,1086,465,0,0,14,10,0,0,8,0,0,4873,4665,21,13,8,1365758,1326653,4317,2303,512,1,0,298,1,37,0,0,0,0,0
NH,2/28/2003,537,20,80,2,0,0,1,0,0,0,0,4959,726,552,0,0,11,0,0,0,3,0,0,5679,5488,15,12,3,1601572,1563097,2448,858,625,1,0,344,1,22,1,0,0,0,0
NH,3/31/2003,506,7,59,2,0,0,2,0,0,0,0,6131,992,694,0,0,11,14,0,0,7,0,0,6757,6522,18,11,7,1934315,1879482,1923,2451,558,1,3,301,0,19,0,0,0,0,0
NH,4/30/2003,630,27,64,5,1,0,2,0,0,0,0,5755,1458,567,0,0,24,14,0,0,17,0,0,6390,6109,36,24,12,1818648,1757408,6565,3790,670,4,2,378,0,26,0,1,0,0,0
NH,5/31/2003,541,15,61,1,0,0,1,0,0,0,0,5677,1352,541,0,0,19,20,0,0,27,0,0,6286,5946,51,19,32,1778405,1707433,6347,10091,574,1,2,358,0,27,0,0,0,0,0
NH,6/30/2003,628,19,72,1,0,0,1,0,0,0,0,6273,1537,583,0,0,19,20,0,0,22,0,0,6843,6478,39,19,20,1905231,1836186,6330,6044,493,1,0,379,2,21,0,0,0,0,0
NH,7/31/2003,587,24,69,5,0,2,0,0,0,0,0,5476,1514,643,0,0,23,16,5,0,16,0,0,6408,6084,48,30,18,1784339,1720088,7341,6186,682,9,1,360,2,25,0,0,0,0,0
NH,8/31/2003,456,23,59,4,0,1,3,0,0,0,0,5149,1801,613,0,0,28,8,16,0,10,2,0,5720,5449,55,45,10,1591863,1537341,11216,3363,479,2,1,319,1,19,0,0,0,0,0
NH,9/30/2003,444,23,42,1,1,0,0,0,0,0,0,5868,1197,623,0,0,31,5,19,0,8,3,0,6342,6019,61,53,8,1810630,1742154,13167,2528,491,1,0,364,1,27,0,0,0,0,0
NH,10/31/2003,456,35,49,1,0,0,0,0,0,0,0,4700,1301,480,0,0,17,4,7,0,4,5,0,5081,4754,29,25,4,1370099,1304210,7074,1244,438,2,0,351,0,34,0,0,0,0,0
NH,11/30/2003,329,18,43,0,0,0,1,0,0,0,0,4333,839,475,0,0,15,2,0,0,8,1,0,4764,4463,23,15,8,1308344,1247644,4613,2336,384,0,2,303,1,17,0,0,0,0,0
NH,12/31/2003,406,15,36,1,0,0,0,0,0,0,0,5034,842,500,0,0,11,7,0,0,10,0,0,5310,4940,21,11,10,1447410,1371350,3370,3192,395,1,0,384,0,37,0,0,0,0,0
NH,1/31/2004,147,7,16,0,0,0,0,0,0,0,0,3675,895,316,0,0,13,15,0,0,4,0,0,3943,3637,8,4,4,1071310,996783,996,1488,207,0,0,251,0,23,1,0,0,0,0
NH,2/29/2004,10,2,4,0,0,0,0,0,0,0,0,2130,451,173,0,0,4,6,0,0,1,0,0,2325,2166,5,4,1,634358,600145,996,372,25,0,0,221,0,13,0,0,0,0,0
NH,3/31/2004,2,2,0,0,0,0,0,0,0,0,0,1038,260,99,0,0,3,1,0,0,0,0,0,1127,1031,3,18,0,302501,282800,747,0,4,0,0,299,0,13,0,0,0,0,0
NH,4/30/2004,0,0,2,0,0,0,0,0,0,0,0,59,44,14,0,0,0,0,0,0,0,0,0,115,79,0,0,0,25128,19997,0,0,6,0,0,16,0,6,0,0,0,0,0
NH,5/31/2004,0,0,0,0,0,0,0,0,0,0,0,7,47,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,4021,2349,0,0,1,0,0,2,0,1,0,0,0,0,0
NH,6/30/2004,2,0,0,0,0,0,0,0,0,0,0,19,26,0,0,0,0,0,0,0,0,0,0,37,36,0,0,0,9109,8013,0,0,4,0,0,2,0,0,0,0,0,0,0
NH,7/31/2004,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,462,280,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,8/31/2004,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,4223,2976,0,0,0,0,0,1,0,0,0,0,0,0,0
NH,9/30/2004,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1860,1860,0,0,0,0,0,1,0,0,0,0,0,0,0
NH,10/31/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,11/30/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,372,372,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,12/31/2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,9/30/2006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1240,1240,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,10/31/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,1560,1503,0,0,0,0,0,0,0,0,0,0,0,0,0
