st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52
NJ,1/31/1993,20289,16147,3700,442,0,1412,127,114,13,0,0,13,132,113,19,0,0,11,329316,9669,63,26227,1765,156,0,279,1862,94,0,344,177438,339907,320093,24073,5915,1893,2070,72154668,74267553,71275204,5585404,1095887,378388,483960,15238,14259,979,108,105,16000,58,61
NJ,2/28/1993,16551,13389,2968,194,0,1150,67,51,11,5,0,12,106,100,6,0,0,18,289301,8513,72,21941,1642,132,0,171,1711,101,0,229,155117,297876,279561,20767,5218,1691,1885,63776649,65207026,62448801,4860013,982307,341077,437787,13110,12217,893,70,107,10926,53,60
NJ,3/31/1993,20828,16382,3538,908,0,1780,76,61,15,0,0,10,161,143,18,0,0,17,338515,8373,77,25189,1864,134,0,259,2352,80,0,266,184338,354319,331863,23623,6457,2031,2534,76003227,77682565,74271002,5535237,1226675,409505,591149,16905,15849,1056,62,154,11663,60,67
NJ,4/30/1993,20716,16654,3579,483,0,1657,211,200,8,3,0,20,157,149,8,0,0,23,315322,10382,147,26720,2037,167,0,303,2317,94,0,380,163197,313200,293317,22398,6542,2131,2465,66678797,68310683,65328753,5250678,1289618,463279,586953,15296,14333,963,199,161,9566,79,37
NJ,5/31/1993,16758,13589,2784,385,0,1399,87,79,8,0,0,19,136,127,9,0,0,26,275629,8191,81,20122,1991,134,0,240,2503,67,0,289,148412,289776,271560,19115,6545,2194,2711,61201767,63420468,60728287,4490936,1335203,480234,646310,13751,12886,865,101,144,8181,50,54
NJ,6/30/1993,19773,15802,3629,342,0,1387,88,74,14,0,0,14,102,88,14,0,0,17,325597,7651,150,21312,2590,136,0,304,2604,62,0,376,175231,340147,319891,20301,8118,2819,2870,72866791,74597570,71602213,4786791,1582299,618711,694272,15406,14529,877,82,114,9294,69,56
NJ,7/31/1993,21255,17105,3815,335,0,1135,76,72,4,0,0,7,116,100,16,0,0,15,291163,9261,122,20105,2090,193,0,285,2314,86,0,375,157474,305198,288050,19151,6819,2338,2582,64969866,66685328,64155333,4541232,1355719,517920,626769,15801,15067,734,75,104,8932,74,72
NJ,8/31/1993,19586,15711,3501,374,0,1433,77,63,14,0,0,10,98,85,13,0,0,19,318072,7936,176,21531,1962,161,0,271,2308,129,0,419,171866,332987,316219,20476,6340,2187,2647,71458230,73062911,70586853,4897626,1328991,494966,647714,16449,15523,926,71,90,9339,55,71
NJ,9/30/1993,17790,13623,3779,388,0,1167,99,86,13,0,0,12,100,88,12,0,0,10,306330,7812,122,19545,2019,274,0,248,2139,79,0,383,165781,319346,301444,18512,6082,2195,2385,69207197,70542191,67935545,4473202,1287625,504182,588100,14027,13305,722,82,90,10045,69,84
NJ,10/31/1993,8503,4278,3982,243,0,734,42,32,10,0,0,9,43,30,13,0,0,13,258828,8730,91,16377,1765,305,0,230,1719,79,0,332,138891,269536,252241,15441,5344,1931,1976,58475967,59686247,57141081,3731210,1090373,441537,481598,6783,6281,502,55,55,8655,143,82
NJ,11/30/1993,18288,13807,4264,217,0,1014,115,102,12,1,0,7,95,83,12,0,0,13,239875,5411,106,16644,1320,212,0,230,1494,54,0,322,131367,251512,235310,16097,4448,1516,1750,54782607,55892621,53466300,3897677,934304,365164,425825,9332,8909,423,74,65,16755,114,131
NJ,12/31/1993,22121,15762,6072,287,0,1257,113,109,4,0,0,17,112,99,13,0,0,16,240325,8441,140,16500,1474,406,0,175,1524,85,0,285,138296,251119,233105,15703,4652,1616,1769,55200389,56567842,53827852,3860552,954374,375754,422823,18264,17268,996,139,125,27576,183,187
NJ,1/31/1994,15936,11810,3883,243,0,1142,88,79,9,0,0,6,89,73,16,0,0,17,140376,4273,108,10843,813,145,1,111,888,49,3,168,81845,147214,134796,10227,2680,866,1016,31905824,32990495,31166112,2459625,533626,195199,240422,11621,10819,802,80,88,19372,122,143
NJ,2/28/1994,9003,6488,2271,244,0,969,32,27,4,1,0,9,41,32,9,0,0,12,101451,3692,128,7654,507,106,0,90,162,25,0,121,58084,105805,96067,7147,1781,559,687,22970184,23939499,22526852,1740288,354041,126126,163057,8491,7790,701,38,52,11556,73,78
NJ,3/31/1994,2523,420,1973,130,0,296,14,9,5,0,0,4,7,1,6,0,0,4,65619,2404,28,5402,427,76,0,43,338,6,0,116,37656,67736,59720,4901,1247,468,433,13694863,14878401,13830582,1189118,255390,108168,98320,1011,719,292,11,7,12719,69,83
NJ,4/30/1994,1450,114,1248,88,0,107,6,2,4,0,0,0,11,0,11,0,0,1,19037,2033,32,2033,69,23,0,23,131,73,0,73,9848,19586,15748,1654,419,92,182,3324445,3990779,3549091,379601,75627,19080,37925,320,234,86,3,3,1864,10,21
NJ,5/31/1994,202,81,88,33,0,55,1,1,0,0,0,0,1,1,0,0,0,1,6795,373,6,922,39,17,0,7,53,0,0,4,3621,7060,5633,827,159,46,54,1040081,1448952,1282840,190690,32733,10194,11912,179,124,55,1,2,517,3,5
NJ,6/30/1994,108,52,26,30,0,30,2,2,0,0,0,0,0,0,0,0,0,1,2083,50,0,488,12,0,0,1,4,0,0,2,302,2195,1859,395,64,13,5,92724,468656,422365,87217,10922,1430,1462,149,121,28,1,0,96,1,0
NJ,7/31/1994,87,32,12,43,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1089,84,0,286,0,0,0,0,0,0,0,0,81,1208,981,233,38,0,0,27345,291622,242733,60924,4786,0,0,85,72,13,0,0,48,0,0
NJ,8/31/1994,5,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,67,19,0,101,0,0,0,12,0,0,0,0,126,1864,1634,165,489,78,20,45441,374105,347742,37489,49254,11848,4452,113,101,12,5,1,39,2,0
NM,10/31/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM,11/30/1991,320,0,0,0,0,10,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM,12/31/1991,3950,3635,0,315,0,185,90,85,0,5,0,8,40,38,0,2,0,2,9850,692,0,425,232,8,0,18,56,0,0,4,10717,10715,10494,441,483,263,62,1433881,1433881,1412260,64810,57629,35825,10203,2848,2721,127,71,21,0,0,0
NM,1/31/1992,1202,952,0,250,0,119,28,28,0,0,0,0,16,15,0,1,0,2,13417,1579,0,804,292,29,0,31,80,0,0,4,15033,15029,14731,848,639,352,92,2053177,2053177,2023968,124003,76057,47464,15133,1055,971,84,20,16,0,0,3
NM,2/29/1992,1476,1321,0,155,0,136,10,10,0,0,0,2,28,28,0,0,0,5,13518,1950,0,1092,248,40,0,23,90,2,0,9,15444,15409,15030,1152,591,292,118,2115110,2115110,2154530,168530,73491,39794,19753,1099,992,107,15,15,0,0,3
NM,3/31/1992,1045,903,0,142,0,63,14,14,0,0,0,2,28,28,0,0,0,5,16416,2636,0,1330,256,69,0,25,165,9,0,19,18697,18666,18205,1458,750,290,223,2576530,2576530,2532577,257380,91822,38244,36173,1002,925,77,9,32,2,0,0
NM,4/30/1992,958,814,0,144,0,63,20,20,0,0,0,1,10,10,0,0,0,1,17232,4372,0,1383,282,82,0,39,201,15,0,28,19235,19198,18708,1442,835,352,233,2658790,2658592,2608131,210150,104089,46503,38591,701,647,54,15,14,1,0,6
NM,5/31/1992,911,789,0,122,0,62,14,14,0,0,0,2,19,19,0,0,0,2,15469,3314,0,1249,288,58,0,39,158,33,0,18,17364,17312,16851,1311,787,334,187,2366615,2366266,2318763,190644,100399,47017,30791,735,688,47,13,14,727,25,1
NM,6/30/1992,781,675,0,106,0,48,13,13,0,0,0,2,22,22,0,0,0,2,12671,3406,0,1120,197,57,0,23,224,52,0,22,14364,14318,13973,1193,753,216,277,1958690,1957233,1923114,178483,101169,31667,46646,655,607,48,9,28,589,10,3
NM,7/31/1992,1083,902,0,181,0,62,16,16,0,0,0,1,31,31,0,0,0,2,11932,3866,0,993,139,82,0,18,319,59,0,24,13658,13658,13343,1057,764,169,365,1884011,1882611,1854870,153956,108900,25295,62237,714,665,49,11,22,418,6,0
NM,8/31/1992,1190,1010,0,180,0,49,26,26,0,0,0,2,28,28,0,0,0,1,11033,3591,0,871,216,75,0,29,333,73,0,28,13047,12515,12284,936,837,254,391,1755129,1754287,1731838,224234,124840,37899,67674,844,794,80,26,29,307,3,6
NM,9/30/1992,1516,1368,0,148,0,101,33,33,0,0,0,4,38,38,0,0,0,1,14052,2891,0,1008,299,78,0,25,402,69,0,21,17817,16165,15800,1125,1002,345,451,2331947,2330842,2295818,174451,151786,53261,77794,247,231,16,3,4,356,7,10
NM,10/31/1992,1034,860,0,174,0,77,34,34,0,0,0,1,21,21,0,0,0,0,13939,2895,0,1223,384,78,0,24,395,78,0,20,16106,15874,15376,1321,1115,438,442,2245761,2240973,2191167,200056,166400,64928,76283,212,194,18,11,5,306,3,8
NM,11/30/1992,952,818,0,134,0,46,39,39,0,0,0,1,13,13,0,0,0,4,12856,2186,0,872,387,47,0,15,300,47,0,29,14492,14348,13892,911,988,419,341,2007444,2003588,1958558,140475,144842,63527,57506,114,112,2,7,3,548,10,10
NM,12/31/1992,1458,1260,0,198,0,67,44,44,0,0,0,2,32,32,0,0,0,3,16063,3137,0,1133,567,64,0,25,327,47,0,47,18115,17853,17288,1155,1351,631,398,2516421,2509385,2455463,177496,196832,97205,68922,369,351,18,13,9,812,20,24
NM,1/31/1993,1303,1125,0,178,0,69,47,47,0,0,0,0,23,23,0,0,0,2,12474,3135,0,841,428,61,0,28,260,42,0,52,14009,13869,13477,861,1112,486,341,1924020,1922696,1882391,132386,161091,72937,59009,259,254,5,9,4,617,15,6
NM,2/28/1993,1789,1626,0,163,0,96,49,49,0,0,0,1,31,31,0,0,0,4,13537,2827,0,926,452,70,0,17,265,62,0,43,15569,15420,14938,985,1154,517,320,2129155,2125245,2077471,149815,167002,78599,56497,344,323,21,11,12,420,16,8
NM,3/31/1993,1423,1220,0,203,0,108,36,36,0,0,0,5,34,34,0,0,0,2,16676,3318,0,1197,472,81,0,24,362,79,0,37,18798,18462,18104,1257,1255,532,416,2605569,2601411,2547467,189048,184152,82474,79197,397,367,30,16,14,556,15,17
NM,4/30/1993,1231,1009,0,222,0,66,24,24,0,0,0,9,22,22,0,0,0,3,15101,1626,0,1155,431,50,0,32,327,56,0,40,17146,17029,16360,1192,1138,476,380,2364486,2359004,2292070,179726,169563,75541,66894,286,261,25,14,6,511,20,15
NM,5/31/1993,1453,1269,0,184,0,70,31,31,0,0,0,9,43,43,0,0,0,3,14900,1581,0,1115,385,49,0,50,404,69,0,30,16718,16555,15981,1166,1174,458,444,2338657,2330072,2274001,178528,178307,74391,77953,333,319,14,12,15,518,13,9
NM,6/30/1993,1326,1174,0,152,0,70,21,21,0,0,0,1,33,33,0,0,0,3,15183,1932,0,1114,368,97,0,69,417,71,0,38,18022,17888,17330,1210,1285,498,506,2535982,2528305,2475018,189467,193014,80656,88426,376,355,21,11,9,701,17,16
NM,7/31/1993,1138,912,0,226,0,57,16,16,0,0,0,2,13,13,0,0,0,1,14802,1435,0,1093,366,171,0,65,422,66,0,20,16599,16469,15985,1097,1131,442,455,2317179,2315194,2271409,172763,172465,73122,79086,243,231,12,6,3,537,15,15
NM,8/31/1993,1292,1129,0,163,0,82,21,21,0,0,0,3,27,27,0,0,0,2,15500,1615,0,1028,376,180,0,81,384,73,0,11,16974,16885,16438,1050,1126,471,399,2415177,2411755,2370787,162445,169878,78629,69758,202,176,26,6,7,555,17,14
NM,9/30/1993,1210,1060,0,150,0,62,53,53,0,0,0,6,25,25,0,0,0,1,14604,1875,0,1084,391,111,0,50,344,91,0,20,16061,15993,15496,1097,1047,441,380,2322524,2320094,2268845,173252,156538,72323,66655,326,310,16,9,3,631,33,21
NM,10/31/1993,604,496,0,108,0,40,10,10,0,0,0,1,11,11,0,0,0,0,11777,1296,0,914,390,55,0,29,235,71,0,22,13068,13001,12537,923,918,440,273,1897746,1893683,1847433,148807,140069,73369,48254,81,77,4,2,2,479,16,18
NM,11/30/1993,1159,1068,0,91,0,53,31,31,0,0,0,4,17,17,0,0,0,1,12195,1030,0,761,459,49,0,32,217,59,0,16,13237,13158,12725,776,966,498,236,1936223,1933438,1889054,125469,144925,82182,41769,150,146,4,6,1,750,32,14
NM,12/31/1993,978,755,0,223,0,80,26,26,0,0,0,2,19,19,0,0,0,2,12924,1388,0,880,373,36,0,48,246,88,0,32,14230,14166,13710,887,923,435,303,2097407,2094566,2048527,139476,144720,71963,54349,297,271,26,12,8,1510,53,27
NM,1/31/1994,868,722,0,146,0,64,20,20,0,0,0,3,15,15,0,0,0,2,7141,843,0,519,212,30,0,19,153,59,0,24,8083,8053,7775,546,524,252,181,1154828,1154476,1126889,86457,82850,41686,32113,141,132,9,4,3,1116,29,19
NM,2/28/1994,493,403,0,90,0,38,10,10,0,0,0,1,17,17,0,0,0,1,5975,655,0,372,135,15,0,29,171,28,0,10,6825,6792,6584,418,444,177,201,965046,963312,944007,59143,70518,28693,35649,163,108,55,6,6,722,17,24
NM,3/31/1994,29,11,0,18,0,5,1,1,0,0,0,0,0,0,0,0,0,1,3573,488,0,254,85,30,0,4,87,22,0,11,4044,4009,3892,268,250,90,102,565588,562737,551708,39887,38152,15131,18263,9,6,3,0,0,765,22,22
NM,4/30/1994,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,113,0,26,21,8,0,0,9,21,0,1,1116,1109,1065,33,52,22,11,150098,149042,144775,4608,7206,3259,1980,0,0,0,0,0,147,2,2
NM,5/31/1994,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,32,0,7,5,0,0,0,8,6,0,0,401,391,379,7,21,5,8,53772,53156,52198,790,2421,644,1422,0,0,0,0,0,34,1,2
NM,6/30/1994,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,10/31/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,11/30/1991,129,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,12/31/1991,7040,6242,96,702,0,1571,55,54,1,0,0,6,0,0,0,0,0,0,22373,1002,0,3926,213,21,0,14,0,3,0,0,24503,24489,23856,3470,383,211,0,4006244,4004648,3934794,585174,42324,28515,0,6583,5541,1042,54,0,0,0,0
NV,1/31/1992,2746,1947,253,546,0,562,14,14,0,0,0,8,4,3,0,1,0,0,28048,3731,14,7345,231,64,0,47,19,8,0,0,34918,34834,33981,7088,588,273,16,5716891,5704906,5612320,1195913,66559,40159,3034,2599,2021,578,20,3,5,0,0
NV,2/29/1992,2206,1734,205,267,0,441,6,6,0,0,0,4,4,4,0,0,0,0,25332,4565,5,6787,203,78,0,51,10,7,0,0,31251,31200,30493,6518,532,248,10,5106922,5098613,5021899,1091522,62713,38033,1882,1916,1630,286,10,1,25,0,0
NV,3/31/1992,2487,1817,323,347,0,414,12,12,0,0,0,4,12,12,0,0,0,1,28900,6655,2,7591,236,116,0,57,57,31,0,4,35800,35741,34966,7217,639,292,59,5814695,5805442,5722770,1203369,80779,45967,11147,1682,1468,214,14,13,85,0,0
NV,4/30/1992,2329,1601,328,400,0,386,8,8,0,0,0,5,11,10,1,0,0,4,34024,7596,0,8259,249,132,0,73,80,45,0,6,41348,41259,40466,7945,726,317,85,6701757,6690535,6605416,1328961,95023,52456,15972,1483,1309,174,10,7,440,9,0
NV,5/31/1992,2178,1493,349,336,0,362,5,5,0,0,0,3,12,11,1,0,0,5,28796,7125,0,8565,185,144,0,89,106,48,0,29,36676,36594,35809,8265,671,273,130,5965212,5953659,5869689,1373749,94852,46567,24560,1404,1222,182,7,11,477,3,1
NV,6/30/1992,2098,1377,310,411,0,333,5,5,0,0,0,2,8,7,1,0,0,1,27501,6832,0,7583,175,116,0,78,100,39,0,24,34023,33881,33106,7302,603,246,115,5551786,5542017,5460098,1224173,88369,44116,21645,1166,1066,100,3,4,510,3,1
NV,7/31/1992,2209,1414,335,460,0,367,4,3,1,0,0,1,11,11,0,0,0,3,28973,7520,0,7577,166,138,0,64,116,35,0,24,35286,35177,34392,7211,578,219,139,5775516,5767453,5686914,1198373,90250,40223,26840,547,494,53,0,2,1758,16,0
NV,8/31/1992,2622,1693,405,524,0,367,5,5,0,0,0,3,18,16,2,0,0,1,24277,6009,0,6121,83,113,0,38,141,46,0,27,29334,29186,28317,5652,499,129,166,4788557,4773459,4682335,941919,76507,22575,31130,2428,2036,392,13,19,753,3,0
NV,9/30/1992,2527,1511,481,535,0,317,6,5,1,0,0,2,16,15,1,0,0,6,26338,6158,0,6140,85,110,0,49,186,48,0,31,31877,31565,30378,6107,545,132,209,5180619,5160858,5036911,1012046,86916,23758,39446,2646,2110,536,11,16,794,9,0
NV,10/31/1992,2525,1625,492,408,0,346,14,9,5,0,0,2,20,17,3,0,0,4,29827,6290,0,6716,75,72,0,46,274,58,0,63,32945,32402,31330,6324,621,112,298,5392969,5308750,5194159,1073095,99568,19743,56297,2382,1986,396,11,20,877,2,5
NV,11/30/1992,2509,1411,596,502,1,282,11,9,2,0,0,3,10,8,2,0,0,3,24047,5355,0,5481,100,90,0,37,194,83,0,82,27977,27566,26577,5388,598,134,273,4608181,4558267,4451974,915743,96438,25155,50710,1874,1489,385,12,13,1020,4,4
NV,12/31/1992,3160,1804,705,651,0,395,17,11,6,0,0,2,22,19,3,0,0,1,29290,6154,0,5967,100,111,0,33,283,74,0,71,33719,33452,32215,5756,653,123,307,5592854,5556289,54195539,982118,103841,22568,58374,2263,1964,299,12,22,1484,4,12
NV,1/31/1993,3008,1879,665,464,0,405,7,6,1,0,0,6,10,9,1,0,0,1,24752,6693,0,6016,110,88,0,68,210,66,0,41,30291,30015,28944,5994,687,159,247,5030386,4988451,4870660,1018938,106976,28694,46777,2145,1782,363,13,14,1134,5,13
NV,2/28/1993,2572,1629,467,476,0,390,14,13,1,0,0,2,14,14,0,0,0,0,23628,5881,0,5348,114,89,0,60,139,61,0,20,28417,28239,27176,5273,519,162,155,4707506,4681158,4569587,896082,78173,28017,29534,1997,1636,361,15,10,1010,3,10
NV,3/31/1993,3385,2065,627,693,0,546,12,10,2,0,0,6,24,23,1,0,0,7,26694,7157,0,5959,121,102,0,62,225,99,0,28,31592,31424,30268,5893,639,173,226,5220740,5197351,5076412,996521,102314,30681,42951,2314,1899,415,10,20,1133,10,8
NV,4/30/1993,3205,2025,648,532,0,445,14,9,5,0,0,6,19,16,3,0,0,2,27121,2643,0,6335,130,47,0,85,206,64,0,74,32251,32093,30806,6007,757,211,270,5310532,5291669,5157153,1002901,124601,39620,52158,2265,1901,364,15,21,1117,5,7
NV,5/31/1993,3002,1899,552,551,0,418,7,7,0,0,0,1,19,14,5,0,0,2,23805,2545,0,5922,112,49,0,57,183,41,0,58,29132,28963,27685,5982,629,169,234,4812255,4793860,4656688,1005962,101735,30186,45202,2074,1665,409,13,15,978,7,5
NV,6/30/1993,3129,1886,693,550,0,363,13,10,3,0,0,1,20,15,5,0,0,2,25235,2726,0,5524,91,46,0,42,196,54,0,42,29890,29813,28725,5485,557,128,228,4972531,4961408,4845242,930923,88189,22729,43891,1957,1674,283,6,10,1081,10,7
NV,7/31/1993,3097,2056,576,465,0,376,7,7,0,0,0,2,17,14,3,0,0,3,26821,2453,0,5970,99,49,0,36,181,61,0,39,32021,31805,30638,5891,511,133,202,5359499,5348667,5224827,997462,82033,23170,39384,2116,1813,303,8,12,1132,4,11
NV,8/31/1993,3058,1871,613,574,0,305,11,9,1,1,0,3,17,10,7,0,0,2,23317,2378,0,4748,90,29,0,38,155,34,0,39,27371,27272,26212,4661,469,124,196,4604219,4590519,4476642,799513,77144,21743,38093,1914,1651,263,11,18,1092,4,5
NV,9/30/1993,2978,1757,613,608,0,345,4,3,1,0,0,2,17,12,5,0,0,6,26182,2355,0,4805,110,46,0,37,168,42,0,47,29969,29874,28807,4695,488,135,197,5076867,5066038,4951497,802210,80600,24528,38062,1932,1664,268,7,13,1158,8,6
NV,10/31/1993,1448,477,618,353,0,163,6,3,3,0,0,2,6,2,3,1,0,0,20027,1847,0,4247,73,34,0,32,120,50,0,36,24023,23891,22962,4181,360,105,152,4071072,4056349,3954721,717057,60004,18321,29396,860,684,176,4,5,881,5,9
NV,11/30/1993,1063,140,657,266,0,103,3,3,0,0,0,0,3,0,3,0,0,1,14392,1467,0,2973,55,42,0,31,86,32,0,28,17205,17138,16395,3000,300,93,116,2918917,2908388,2826185,512152,51000,17367,22656,85,68,17,1,2,1010,5,7
NV,12/31/1993,3285,1998,698,589,0,462,21,18,3,0,0,3,18,13,5,0,0,1,19292,1795,0,4052,132,52,0,65,112,54,0,34,23915,23804,22753,4181,490,214,138,4054825,4043710,3930243,712322,82174,38529,26812,2385,1997,388,24,12,2308,20,10
NV,1/31/1994,2042,1110,534,398,0,295,14,12,2,0,0,4,9,5,4,0,0,3,10777,1199,0,2319,61,23,0,26,66,45,0,18,12861,12781,12219,2307,282,85,89,2175734,2165905,2107517,390833,45591,16099,17542,1249,1023,226,10,10,1590,12,12
NV,2/28/1994,1112,449,402,261,0,169,8,6,2,0,0,3,3,1,2,0,0,1,8125,909,0,1987,58,18,0,23,45,27,0,16,9913,9856,9367,1925,205,82,63,1682434,1674036,1623123,333760,34918,16156,12479,796,615,181,13,3,1105,9,6
NV,3/31/1994,529,8,371,150,0,25,1,0,1,0,0,0,1,0,1,0,0,0,4751,595,0,1102,51,26,0,18,29,23,0,10,5848,5764,5408,1136,155,71,35,974675,964536,928432,195125,26062,13677,6855,91,60,31,1,0,1176,13,8
NV,4/30/1994,250,1,201,48,0,11,0,0,0,0,0,0,1,0,1,0,0,0,1719,237,0,231,10,14,0,4,15,6,0,5,1855,1835,1665,236,49,13,19,300246,297416,281300,38763,7728,1871,3602,39,36,3,0,0,224,3,2
NV,5/31/1994,37,1,21,15,0,1,0,0,0,0,0,0,1,0,1,0,0,0,349,87,0,49,1,9,0,3,2,0,0,2,459,442,392,65,13,4,8,71678,69052,64113,10020,2139,311,1656,8,6,2,0,0,44,1,0
NV,6/30/1994,8,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,0,4,0,0,0,0,0,0,0,0,58,36,29,14,0,0,0,6786,5249,4505,2372,0,0,0,2,0,2,0,0,0,0,0
NV,7/31/1994,7,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,17,10,9,2,0,0,0,1783,601,542,58,0,0,0,0,0,0,0,0,0,0,0
NV,8/31/1994,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,6,3,0,0,0,0,1354,703,456,0,0,0,0,1,1,0,0,0,1,0,0
NV,9/30/1994,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,356,53,53,0,0,0,0,0,0,0,0,0,0,0,0
NV,10/31/1994,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,337,25,25,0,0,0,0,0,0,0,0,0,0,0,0
NV,11/30/1994,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,12/31/1994,7,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,596,108,108,0,0,0,0,0,0,0,0,0,1,0,0
NV,1/31/1995,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,2/28/1995,7,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,3/31/1995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,4/30/1995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,269,17,17,0,0,0,0,0,0,0,0,0,0,0,0
NV,1/31/1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,1629,1629,1629,0,0,0,0,1,1,0,0,0,1,0,0
NY,10/31/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,11/30/1991,6161,6119,38,4,0,0,85,85,0,0,0,0,8,8,0,0,0,0,8488,0,0,0,112,0,0,0,10,0,0,0,20323,20325,18975,59,308,287,21,3672257,3672257,3600962,12617,49728,46052,3676,8088,8088,59,112,10,0,0,0
NY,12/31/1991,167076,166695,272,109,0,11892,1254,1253,0,1,0,0,223,219,2,2,0,0,550839,2009,68,26859,6656,0,1,181,759,0,9,12,381492,594087,552674,14219,8111,7371,740,108303478,108303478,105874830,2988055,1304477,1172247,132230,157321,149350,7971,1805,237,0,0,0
NY,1/31/1992,60471,60028,418,25,0,5486,550,547,3,0,0,25,95,95,0,0,0,16,806585,5776,34,50579,11644,0,1,484,1167,0,0,79,480992,870382,815221,39298,12114,10931,1183,158526903,158526903,155331027,8369710,1927301,1717918,209383,58086,53359,4727,696,134,0,0,0
NY,2/29/1992,31865,31277,561,27,0,3001,336,336,0,0,0,46,146,145,1,0,0,9,789035,7707,20,56294,10092,0,0,523,1404,0,1,121,476016,873991,819050,45745,12563,11122,1441,160948521,160948521,157715877,9592728,1973945,1716802,257143,35403,31020,4383,403,169,0,0,0
NY,3/31/1992,30844,30257,563,24,0,3129,223,216,7,0,1,47,515,515,0,0,0,18,947692,11056,15,64878,11751,80,0,697,3464,65,2,175,580658,1074966,1006077,55333,17200,13301,3899,198786183,198786183,194551396,11620037,2779138,2058702,720436,33656,30001,3655,268,551,0,0,0
NY,4/30/1992,29717,28940,764,13,0,2718,299,298,1,0,0,51,363,361,2,0,0,43,998785,12041,17,72725,12196,164,1,810,4830,139,5,293,599546,1114309,1044774,62425,18839,13466,5373,207489054,207489054,203124793,13179841,3097746,2090622,1007124,31995,28567,3428,355,415,0,0,0
NY,5/31/1992,26416,25623,781,12,0,2346,178,177,1,0,0,26,242,242,0,0,0,30,950907,12855,26,61805,11162,166,1,683,5112,147,0,354,562700,1043828,977161,58667,17899,12313,5586,194371068,194371068,190333848,12321013,2970706,1921191,1049515,27497,24987,2510,211,294,0,0,0
