st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52
AL,8/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0
AR,10/31/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,11/30/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,12/31/1991,11647,10794,111,742,0,726,32,0,0,32,0,0,1,0,0,1,0,0,43369,1658,55,1910,519,147,3,23,152,11,0,11,29849,40115,0,0,1450,554,169,5341547,6341547,0,0,148971,71648,31200,8970,0,0,118,39,2,0,0
AR,1/31/1992,3219,2808,125,286,0,233,2,0,0,2,0,0,0,0,0,0,0,0,33581,3697,51,2434,426,232,0,28,222,21,0,20,30771,34472,33341,2284,1327,463,262,4660455,4660455,4548245,325548,147679,57443,49362,2568,2568,0,20,35,0,0,0
AR,2/29/1992,2775,2419,127,229,0,187,6,6,0,0,0,0,0,0,0,0,0,0,34684,3665,27,2861,402,144,0,22,247,18,0,8,33237,35941,34547,2708,1336,431,266,4950770,4950770,4809685,393110,154048,56150,49700,2036,1526,510,15,17,1,0,0
AR,3/31/1992,3452,2878,286,288,0,300,2,0,0,2,0,0,1,0,0,1,0,0,46734,4746,55,4747,545,181,0,35,553,44,0,14,46422,49487,47432,4567,2110,585,576,6875413,6875413,6658189,667547,263912,80829,106614,2347,684,1663,20,81,16,1,15
AR,4/30/1992,3261,2781,243,237,0,273,2,0,0,2,0,0,0,0,0,0,0,0,39966,5470,37,3301,445,178,0,32,552,35,0,14,39617,41686,40115,3300,1784,480,580,5867439,5867439,5701618,481313,235505,68149,108426,2176,1739,437,10,45,148,6,8
AR,5/31/1992,2813,2150,448,215,0,195,6,0,0,6,0,0,1,0,0,1,0,0,39859,4913,50,3580,398,145,0,45,517,34,0,40,40227,42156,40329,3612,1706,447,567,6051067,6051067,5863242,530361,234604,69155,107032,2130,1690,440,18,34,763,18,6
AR,6/30/1992,2868,2144,517,207,0,211,6,0,0,6,0,0,1,0,0,1,0,0,48808,5168,20,3367,440,181,0,45,720,63,0,48,48980,50932,48693,3443,2024,486,784,7473140,7473140,7237558,509460,299056,80752,147364,2187,1823,364,16,54,728,11,8
AR,7/31/1992,3341,2307,767,267,0,236,4,0,0,4,0,0,3,0,0,3,0,0,39000,4482,37,2850,292,235,0,56,754,86,0,49,37217,39369,37668,2814,1800,359,830,5835539,5835539,5652345,430188,270021,59112,154910,2106,1886,220,22,61,2346,25,8
AR,8/31/1992,3713,2495,906,312,0,267,1,0,0,1,0,0,0,0,0,0,0,0,42879,3829,64,2650,319,161,0,51,896,46,0,52,41448,43674,41225,2577,2037,375,968,6477224,6477224,6201591,394077,308730,60723,180693,2703,2434,269,18,52,1044,11,9
AR,9/30/1992,2930,1913,765,252,0,268,0,0,0,0,0,0,12,0,0,12,0,0,42887,4149,30,3378,293,102,0,67,897,47,0,60,42075,44547,41501,3250,1913,365,962,6685246,6685246,6356455,501910,290615,56467,181256,2037,1502,535,6,14,1003,11,2
AR,10/31/1992,3723,2565,899,259,0,283,8,0,0,8,0,0,1,0,0,1,0,0,38521,3899,11,3226,212,96,0,56,657,54,0,48,37848,40392,37410,3295,1408,272,722,6106454,6106454,5789121,516740,216683,43852,135569,2201,1862,339,1,2,976,8,28
AR,11/30/1992,3666,2398,1003,265,0,259,3,0,0,3,0,0,0,0,0,0,0,0,40507,3079,17,2597,193,83,0,36,476,47,0,44,39812,41654,38485,2628,1116,228,524,6354810,6354810,6021407,426086,168743,35493,98154,1868,1509,359,0,0,1937,16,40
AR,12/31/1992,4720,3068,1375,277,0,298,17,0,0,17,0,0,0,0,0,0,0,0,41269,3961,30,3448,142,232,1,21,341,82,0,48,40283,42696,39049,3293,855,153,383,6486201,6486201,6113769,538901,129895,25858,77438,2598,2211,387,0,2,2082,20,37
AR,1/31/1993,4322,3055,1007,260,0,268,5,0,0,5,0,0,4,0,0,4,0,0,37006,3447,37,2479,84,288,0,11,171,138,0,31,35082,37798,34789,2426,497,99,206,5741300,5741300,5437263,398215,71391,17463,36848,3025,2703,322,1,1,1589,11,36
AR,2/28/1993,3429,2443,762,224,0,277,2,0,0,2,0,0,2,0,0,2,0,0,33598,3021,23,2928,47,219,0,13,92,105,0,18,32991,35068,32376,2760,313,60,111,5380064,5380064,5102705,455722,42193,10832,18799,2116,1593,523,0,0,1380,5,8
AR,3/31/1993,4046,2560,1157,329,0,268,7,0,0,7,0,0,1,0,0,1,0,0,40826,3456,43,2647,43,172,0,13,62,120,0,21,38957,41312,38066,2591,253,57,86,6367167,6367167,6031311,433273,33416,10267,14029,3076,2658,418,0,0,1552,4,12
AR,4/30/1993,5526,4123,1170,233,0,331,2,0,0,2,0,0,0,0,0,0,0,0,38636,2446,50,2669,22,117,0,13,34,90,0,7,36405,39070,35876,2534,129,35,41,5984969,5984969,5665336,424291,16236,5620,7088,3794,3386,408,0,0,1197,7,6
AR,5/31/1993,4267,2980,1067,220,0,215,5,0,0,5,0,0,3,0,0,3,0,0,40462,2242,18,2784,15,96,1,7,29,81,0,9,38983,40928,37435,2695,95,22,43,6287160,6287160,5939463,450292,11465,2752,6998,2865,2500,365,0,0,1261,2,2
AR,6/30/1993,5065,3566,1278,221,0,273,5,0,0,5,0,0,1,0,1,0,0,0,51450,2423,27,3051,17,171,1,5,27,103,0,6,49238,51451,47296,2953,86,25,34,7909118,7909118,7495835,506686,9935,3529,4707,3379,3085,294,0,0,1456,2,1
AR,7/31/1993,6432,4730,1466,236,0,296,6,0,0,6,0,0,1,0,0,1,0,0,46704,2245,24,3101,5,208,0,4,22,95,0,4,44098,46850,43001,2876,51,10,30,7163600,7163600,6791235,484441,6065,1414,4104,4340,3997,343,0,0,1311,2,2
AR,8/31/1993,4577,2902,1449,226,0,255,12,0,0,12,0,0,4,0,0,4,0,0,55091,2090,39,3207,4,242,4,0,10,99,0,3,52245,54593,49802,2971,33,4,14,8335450,8335450,7874345,507059,3105,256,2378,3405,3038,367,0,0,279,0,2
AR,9/30/1993,4335,2779,1319,237,0,229,2,0,0,2,0,0,1,0,0,1,0,0,43050,2348,21,2943,8,238,0,0,16,113,0,0,40910,42829,38715,2728,33,8,24,6545294,6545294,6157279,463764,4836,1075,3752,2608,2382,226,0,0,1668,1,0
AR,10/31/1993,1705,559,1031,115,0,147,0,0,0,0,0,0,1,0,0,1,0,0,34744,1936,11,2135,9,83,0,0,22,77,0,0,33183,34673,31318,2038,31,9,22,5296988,5296988,4972554,346354,5218,2011,3207,1099,978,121,0,0,1327,0,1
AR,11/30/1993,4760,3293,1296,171,0,239,15,0,0,15,0,0,0,0,0,0,0,0,30316,1362,25,1775,30,35,0,3,79,66,0,6,28077,29959,27067,1677,156,40,101,4626558,4626558,4341387,288725,31422,10943,18756,270,224,46,0,2,2267,1,2
AR,12/31/1993,4549,2376,1970,203,0,166,29,0,10,19,0,0,26,0,25,1,0,4,33424,1949,36,1567,380,121,0,26,740,82,0,58,27218,34572,30895,1612,1714,554,975,5284738,5284738,4920556,273686,303274,92975,186258,373,373,0,3,4,4499,67,170
AR,1/31/1994,3549,2234,1106,209,0,217,12,0,9,3,0,1,27,0,27,0,0,3,23023,1534,46,1367,267,126,1,26,443,50,0,42,19862,22210,19554,1291,1084,412,566,3366431,3366431,3115854,229421,187470,68418,105752,91,91,0,0,0,3066,56,91
AR,2/28/1994,1533,747,679,107,1,154,5,0,4,1,0,0,21,0,19,2,0,2,13547,1055,16,925,174,97,0,21,289,9,0,25,13598,14661,13132,786,795,262,368,2242706,2242706,2100294,138829,135835,43968,69027,70,70,0,1,0,1651,46,33
AR,3/31/1994,627,64,527,36,2,48,2,0,2,0,0,0,8,0,8,0,0,0,9220,679,0,560,75,50,0,3,204,21,0,19,7747,8358,7436,401,422,94,240,1218129,1218129,1145632,70551,66127,13898,42693,24,24,0,0,1,2166,29,57
AR,4/30/1994,324,20,273,31,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2623,185,0,114,9,3,0,0,64,3,0,10,2225,2398,1796,88,127,17,87,337817,337817,292459,12800,16345,903,13391,16,16,0,0,0,286,1,15
AR,5/31/1994,22,4,13,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,836,90,0,49,2,0,0,0,13,1,0,2,504,592,455,41,23,3,15,86095,84204,73402,6176,2959,140,2489,3,3,0,0,0,58,1,2
AR,6/30/1994,8,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,11,0,1,0,0,0,0,0,1,0,0,23,35,31,8,0,0,0,4468,4306,4095,248,0,0,0,0,0,0,0,0,0,0,0
AR,7/31/1994,5,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0,3,0,0,0,0,0,0,0,0,8,8,7,0,0,0,0,521,521,507,0,0,0,0,0,0,0,0,0,0,0,0
AR,8/31/1994,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,7,0,4,0,0,0,0,0,0,0,0,5,7,5,0,0,0,0,866,866,688,0,0,0,0,0,0,0,0,0,0,0,0
AR,9/30/1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,385,210,210,0,0,0,0,0,0,0,0,0,1,0,0
AR,10/31/1994,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,149,149,149,0,0,0,0,0,0,0,0,0,1,0,0
AR,11/30/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0
AR,12/31/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,57,57,57,0,0,0,0,0,0,0,0,0,0,0,0
AR,1/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,2/28/1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,146,146,146,0,0,0,0,0,0,0,0,0,0,0,0
AR,3/31/1995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,550,550,550,0,0,0,0,0,0,0,0,0,0,0,0
AR,4/30/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,228,228,228,228,0,0,0,0,0,0,0,0,0,0,0
AR,5/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,6/30/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,135,135,135,0,0,0,0,0,0,0,0,0,0,0,0
AR,7/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,10/31/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,11/30/1991,6262,5653,0,609,0,0,69,69,0,0,0,0,29,29,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,12/31/1991,5691,4274,25,1392,0,5,71,68,0,3,0,0,25,24,0,1,0,0,34872,1907,0,19,512,10,0,0,152,1,0,0,34200,34200,32799,19,1139,505,144,4771095,4771095,4625939,2662,130509,71165,23321,6627,8622,5,133,40,0,0,0
AZ,1/31/1992,3707,2846,64,797,0,439,41,41,0,0,0,8,13,13,0,0,0,6,41586,6086,0,4879,606,27,0,140,170,4,0,35,40755,40755,39211,4793,1323,587,162,5658885,5658885,5498953,694331,150333,83181,25674,3371,2947,424,44,14,0,0,0
AZ,2/29/1992,3477,2541,170,766,0,344,21,21,0,0,0,8,12,11,0,1,0,5,40737,6680,0,5268,534,15,0,150,132,5,0,39,40213,40213,38673,5177,1203,532,129,5602962,5602962,5441955,749456,134082,75481,20934,2740,2411,329,22,9,0,0,0
AZ,3/31/1992,3922,2869,252,801,0,275,25,25,0,0,0,8,22,21,1,0,0,5,52383,8234,0,6114,664,15,0,168,212,19,0,62,51792,51792,49825,6008,1539,657,208,7178922,7178922,6973286,867621,172688,92782,33472,3158,2857,301,26,23,0,0,0
AZ,4/30/1992,4151,3043,389,719,0,227,35,34,0,1,0,4,28,25,0,3,0,4,53627,8614,0,6245,624,7,0,171,247,7,0,67,53149,53149,51123,6118,1510,620,243,7471415,7471415,7251752,888733,172969,90258,39132,3229,2995,234,35,28,0,0,0
AZ,5/31/1992,3563,2674,328,561,0,214,26,26,0,0,0,5,27,26,0,1,0,6,53423,9523,0,6376,594,16,0,169,304,17,0,74,52912,52912,51037,6285,1437,593,301,7369258,7369258,7162948,921628,174781,86687,50407,2757,2573,184,31,30,2162,34,1
AZ,6/30/1992,3526,2572,345,609,0,198,15,14,0,1,0,3,26,25,0,1,0,6,48574,9516,0,4902,472,19,0,140,401,25,0,79,48018,48018,46377,4803,1369,472,397,6668651,6668651,6492877,710866,167377,69084,65308,2665,2467,198,20,32,1411,25,2
AZ,7/31/1992,4112,2931,437,744,0,266,23,23,0,0,0,5,28,26,0,2,0,4,48494,11538,0,4961,459,17,0,124,438,28,0,88,47986,47986,46528,4893,1364,454,437,6723798,6723798,6564888,727532,171298,64637,72558,3062,2836,226,23,29,1292,23,6
AZ,8/31/1992,5122,3856,476,790,0,280,34,32,0,2,0,6,39,38,0,1,0,3,47198,8693,0,4682,403,10,0,96,454,35,0,92,46622,46622,45195,4624,1266,398,452,6476291,6476291,6322788,685478,164964,57864,75279,3699,3417,282,24,35,1190,22,9
AZ,9/30/1992,5428,3905,581,942,0,267,28,27,0,1,0,5,40,37,0,3,0,5,59557,7808,0,4938,454,9,0,105,581,22,0,90,58518,58518,56276,4850,1519,442,574,8160239,8160239,7922454,718025,200091,64217,96481,4157,3914,243,36,38,1366,17,13
AZ,10/31/1992,5235,3744,585,906,0,286,42,41,0,1,0,2,46,45,0,1,0,4,54769,10307,0,5334,496,9,0,109,589,30,0,79,53021,53021,50582,5270,1562,461,579,7416533,7416533,7165289,775590,206796,69207,95893,3481,3208,273,38,46,1455,15,18
AZ,11/30/1992,4614,3104,712,798,0,239,40,40,0,0,0,4,27,27,0,0,0,4,49134,8657,0,4386,537,10,0,78,533,25,0,67,47510,47510,45065,4288,1499,528,521,6686784,6686784,6430374,628508,210263,81346,87529,3082,2871,211,44,28,1980,23,21
AZ,12/31/1992,5262,3597,860,805,0,288,61,58,0,3,0,13,51,50,0,1,0,12,51910,10681,0,4729,738,15,0,87,614,26,0,96,50656,50656,48023,4626,1855,720,610,7197061,7197061,6922737,679532,270138,114818,102827,3572,3318,254,62,53,2049,26,34
AZ,1/31/1993,5966,4330,798,838,0,302,93,91,0,2,0,10,60,60,0,0,0,13,54740,9660,0,5222,899,20,0,148,696,26,0,121,53337,53337,50803,5084,2163,888,682,7620044,7620044,7359015,755168,321651,146726,115425,4245,3940,305,100,64,1780,28,21
AZ,2/28/1993,5298,3371,1123,804,0,262,51,51,0,0,0,6,57,51,0,6,0,4,43814,8327,0,4221,768,14,0,111,578,38,0,96,42595,42595,40432,4103,1820,762,571,6073725,6073725,5850462,617966,269580,125519,96385,3293,3035,258,57,47,1527,27,18
AZ,3/31/1993,6759,4109,1517,1133,0,306,50,49,0,1,0,10,65,63,0,2,0,9,55212,9218,0,4860,948,22,0,142,771,53,0,101,53910,53910,51043,4714,2185,937,753,7596423,7596423,7306047,709854,329778,153410,128028,4006,3735,271,59,67,1910,39,20
AZ,4/30/1993,6520,3777,1830,913,0,294,51,50,0,1,0,3,66,64,0,2,0,9,52966,5028,0,4741,749,9,0,122,786,19,0,119,51823,51823,49310,4588,1922,734,770,7232868,7232868,6977449,694571,295620,121104,133570,3827,3571,256,47,74,1753,26,25
AZ,5/31/1993,5047,3338,854,855,0,250,58,57,0,1,0,4,45,43,0,2,0,8,49246,4244,0,4007,608,8,0,96,722,36,0,110,48304,48304,46239,3910,1656,597,712,6753821,6753821,6539848,591983,256070,97293,123382,3330,3076,254,43,45,1614,30,22
AZ,6/30/1993,5894,3889,1161,844,0,189,556,556,0,0,0,23,55,52,0,3,0,5,55453,3832,0,4189,1429,9,0,122,789,33,0,99,54202,54202,51816,4075,2586,1400,777,7613310,7613310,7363511,608219,416016,236356,134858,3850,3657,193,445,55,1932,25,31
AZ,7/31/1993,6598,4527,1220,851,0,228,476,474,0,2,0,40,59,55,0,4,0,7,54147,4458,0,4174,4001,10,0,300,790,30,0,130,52915,52915,50939,4072,5296,3966,761,7382561,7382561,7167016,619236,886801,685834,131733,4340,4153,187,603,59,1760,29,28
AZ,8/31/1993,6106,4217,947,942,0,286,69,69,0,0,0,7,53,51,0,2,0,8,59176,3830,0,3923,3244,9,0,228,783,28,0,102,57928,57928,55778,3784,4474,3224,764,8088559,8008559,7858751,571800,744216,552403,132495,4457,4211,246,121,55,1958,18,31
AZ,9/30/1993,5084,3349,885,850,0,264,47,44,0,3,0,5,42,40,0,2,0,7,53489,3656,0,4232,794,10,0,116,683,22,0,110,52139,52139,49345,4050,1748,772,662,7399159,7399159,7109922,619040,276133,127283,114818,3484,3243,241,55,43,1692,33,29
AZ,10/31/1993,1573,416,720,437,0,83,4,4,0,0,0,3,9,7,0,2,0,4,38905,4156,0,3368,594,6,0,82,566,21,0,96,38116,38116,35922,3184,1391,590,555,5509359,5509359,5282562,484273,219364,96456,96803,1106,968,138,11,18,1425,26,21
AZ,11/30/1993,2433,631,1218,584,0,1,16,15,0,1,0,1,17,16,0,1,0,0,29257,2780,0,2475,517,4,0,70,460,6,0,62,28786,28786,26949,2403,1200,512,456,4203271,4203271,4009299,358748,189026,83739,79978,193,176,17,2,2,1863,38,25
AZ,12/31/1993,5110,3248,1008,854,0,392,70,68,0,2,0,9,35,33,0,2,0,14,33153,3284,0,3317,773,16,0,81,503,6,0,105,32554,32554,30311,3204,1646,771,480,4752203,4752203,4514187,482043,253229,126435,83853,3512,3209,303,80,54,3155,65,52
AZ,1/31/1994,3297,1763,845,689,0,181,37,35,0,2,0,9,26,26,0,0,0,3,18535,2243,0,1988,443,1,0,63,240,5,0,56,18158,18158,17098,1903,924,436,227,2587293,2587293,2479904,289532,141040,72125,39446,1841,1681,160,45,22,2273,65,37
AZ,2/28/1994,1647,504,761,382,0,113,12,12,0,0,0,7,6,6,0,0,0,4,14193,1756,0,1509,282,3,0,87,169,2,0,34,13837,13837,12700,1445,604,279,155,1913256,1913256,1803491,213937,89509,45815,26266,1011,870,141,21,18,14552,35,21
AZ,3/31/1994,1270,9,1122,139,0,8,1,0,0,1,0,0,0,0,0,0,0,0,9737,1091,0,788,144,2,0,41,76,2,0,32,9462,9462,8440,742,293,142,73,1231724,1231724,1140371,107494,41952,22973,12035,68,50,18,1,1,1511,54,20
AZ,4/30/1994,1279,1,1193,85,0,2,0,0,0,0,0,0,1,0,0,1,0,0,7110,416,0,240,26,2,0,4,22,4,0,3,6965,6965,6265,210,80,26,22,848709,848709,789652,29962,10322,4153,3573,22,20,2,0,0,600,2,7
AZ,5/31/1994,65,1,53,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702,124,0,54,5,0,0,1,4,0,0,0,1629,1629,1487,52,17,5,3,197738,197738,185551,6831,1845,741,282,6,5,1,0,2,200,1,1
AZ,6/30/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,16,16,15,1,0,0,0,1494,1494,1381,11,0,0,0,0,0,0,0,0,5,0,0
AZ,7/31/1994,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0,10,10,10,0,9,0,0,752,752,752,0,664,0,0,0,0,0,0,0,2,0,0
AZ,8/31/1994,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,9/30/1994,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,479,479,479,0,0,0,0,0,0,0,0,0,1,0,0
CA,10/31/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,11/30/1991,51065,50074,573,418,0,3,497,493,4,0,0,0,5,5,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,12/31/1991,85400,79894,4068,1438,0,1418,706,680,26,0,0,35,196,183,13,0,0,0,432867,2270,0,2814,4066,14,0,65,548,1,0,0,246462,427152,415125,3591,4548,4020,528,66843347,66803746,65201412,628803,699097,621655,77442,112092,111045,1047,0,0,56,0,0
CA,1/31/1992,65311,58632,5690,989,0,11049,589,548,41,0,0,193,127,116,11,0,0,3,623913,4349,0,37404,5991,17,0,620,968,23,0,5,370034,656073,638637,39693,7408,6487,921,102371983,102228995,100243715,6666804,1136990,1000704,136286,58891,52494,6397,599,97,58,0,0
CA,2/29/1992,49411,42684,6063,664,0,6713,313,280,33,0,0,155,160,154,6,0,0,21,631024,17967,0,48333,5955,169,0,945,1010,73,0,91,387631,670170,651777,48992,7794,6762,1032,103682699,103562898,101602895,8086318,1193680,1084182,152498,56074,50705,5369,523,105,84,0,5
CA,3/31/1992,51714,42997,7903,814,0,4065,389,355,34,0,0,69,298,285,13,0,0,39,777590,20566,0,49502,7306,249,0,936,2033,101,0,234,461340,820316,796813,50616,10292,8090,2202,125983758,125825251,123448390,8371772,1588293,1248862,339431,44395,42128,2267,386,291,78,2,6
CA,4/30/1992,51577,41992,8633,952,0,5084,455,426,29,0,0,94,271,259,12,0,0,41,837677,22736,0,63346,8130,313,0,1243,2534,224,0,343,500051,895914,870457,64155,11938,9171,2767,137656450,137472280,134936069,10626969,4857790,1430159,427631,39909,37153,2756,410,238,88,2,32
CA,5/31/1992,46771,36832,9125,814,0,2785,355,307,48,0,0,56,303,275,28,0,0,52,888878,21589,0,61112,9160,313,0,1187,3102,198,0,406,530885,945686,918314,61510,13511,10118,3393,145635386,145460769,142802761,10180361,2109002,1594271,514731,33433,31873,1560,295,282,291,9,22
CA,6/30/1992,50045,39101,10189,755,0,3027,321,282,39,0,0,59,308,289,19,0,0,51,937899,21536,0,63460,9336,307,0,1337,3539,309,0,507,559882,1002641,974064,64921,14666,10641,4025,154588434,154381091,151680616,10774442,2301920,1679860,622060,30009,28522,1487,237,246,1858,46,24
CA,7/31/1992,61551,45932,14573,1046,0,4505,373,283,90,0,0,102,414,570,44,0,0,53,1503735,20665,0,68674,9622,273,0,1445,4561,347,0,577,108765,1059936,1030958,6996,15631,10705,4926,163046712,162819424,160133038,11652928,2461524,1704489,757035,20136,18764,1372,139,195,47343,567,42
CA,8/31/1992,66006,50242,14836,928,0,4240,366,294,72,0,0,69,397,335,62,0,0,61,873093,17986,0,59307,7355,252,0,1286,4800,378,0,652,528138,918748,891008,59836,13688,8438,5250,141360006,141155097,138612759,9964215,2149648,1346330,803318,39683,37201,2482,245,283,19507,217,30
CA,9/30/1992,71886,50760,20219,907,0,5738,360,276,84,0,0,80,403,331,72,0,0,65,938340,17803,0,59547,7631,289,0,1309,5408,395,0,754,561919,982968,951614,60387,14622,8683,5939,152366885,152130871,149265320,10110848,2291761,1379909,911852,37432,35224,2208,241,279,19569,199,30
CA,10/31/1992,76389,52464,23067,858,0,4141,365,248,117,0,0,89,507,430,77,0,0,81,982105,18120,0,65706,7226,274,0,1467,5917,401,0,957,592566,1030063,991244,66926,15078,8448,6630,159453949,159159543,155603707,11124672,1875823,1347018,1015440,38760,36169,2591,235,331,19295,206,78
CA,11/30/1992,83654,56737,26116,801,0,4230,462,350,112,0,0,68,417,340,77,0,0,101,967775,16319,0,60038,6672,252,0,1160,5952,371,0,1011,586672,1008490,969060,60667,14234,7571,6663,157008004,156769252,152722877,10103436,1722335,1202255,1017603,38367,35961,2406,238,313,17601,215,76
CA,12/31/1992,112382,73733,37796,853,0,3739,732,528,204,0,0,61,602,489,113,0,0,86,1216696,17278,0,64579,7924,253,0,1122,7583,484,0,1027,736548,1257046,1207084,65914,17148,8793,8355,197379678,197062998,190452199,11097694,2076391,1389943,1285080,48961,46385,2576,404,367,26788,289,159
CA,1/31/1993,106852,70258,35807,787,0,5583,659,477,182,0,0,89,669,540,129,0,0,135,1219744,16116,0,71382,7892,221,0,1225,7699,421,0,1142,751536,1262549,1206807,71993,17407,8859,8548,201079818,200748423,193202662,122144021,2735078,1420048,1315030,49263,45768,3495,426,428,39454,324,249
CA,2/28/1993,96981,62649,33566,766,0,3930,587,492,95,0,0,79,604,482,122,0,0,96,1098510,14026,0,64927,7129,194,0,1085,7455,435,0,1237,679994,1134204,1081096,65545,16272,7883,8389,181713404,181357135,173892860,11140041,2577958,1273394,1304564,41662,39126,2536,380,393,32251,254,150
CA,3/31/1993,111616,70935,39558,1123,0,5750,562,436,126,0,0,127,808,659,149,0,0,153,1253078,16989,0,72910,7696,275,0,1338,9373,580,0,1504,760287,1294060,1230838,74510,19286,8781,10505,206124490,205845928,199022479,12780741,3087232,1438731,1648501,40811,37399,3412,328,450,35502,231,189
CA,4/30/1993,102947,62032,39933,982,0,4925,530,393,137,0,0,69,814,663,151,0,0,131,1201580,16358,0,71791,7443,273,0,1232,9851,627,0,1703,726975,1242757,1180757,73505,19495,8394,11101,197744525,197392973,191307372,12717165,3110800,1364086,1746714,34108,31234,2874,230,466,32788,191,232
CA,5/31/1993,95103,56824,37536,743,0,4091,558,396,162,0,0,83,654,514,140,0,0,109,1044154,15605,1,60295,7071,276,0,1186,9633,660,0,1528,628312,1074888,1018509,62115,18831,8040,10791,171508732,171193609,165850078,10863355,3021295,1321104,1700191,29042,26668,2374,237,379,27837,173,198
