st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c18,c19,c21,c22,c23,c24,c25,c27,c29,c30,c31,c32,c33,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99
KS,5/31/2010,3824,178,86,0,0,0,0,1,0,0,0,123880,4693,2563,0,0,591,14,20,0,0,840,57,24,117371,111062,1464,646,818,38744293,36995017,535581,195810,339771,6344,28,38,4417,14,25,494,0,0,0,0,0,13311,12834,142,51,91,4015321,3877104,53531,15986,37545,2162,4,19,13,0,0,3861,3725,31,13,18,868276,833068,9914,2828,7086,580,4,3,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,6/30/2010,499,0,21,0,0,0,0,0,0,0,0,112949,0,2396,0,0,529,0,9,0,0,788,0,21,103952,98619,1190,513,677,34283739,32794456,435032,155993,279039,2973,6,23,6508,27,36,432,1,0,0,0,0,12920,12501,154,35,119,4046096,3924581,62463,12053,50410,1656,5,16,366,0,0,3372,3233,38,23,15,807664,770323,9545,3934,5611,280,3,1,231,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,7/31/2010,194,347,13,0,0,0,0,0,0,0,0,70944,4014,1543,0,0,313,10,5,0,0,556,53,10,36354,34205,528,211,317,11750936,11160106,196039,64236,131803,101,1,0,2795,28,30,329,0,0,0,0,0,20251,19221,244,80,164,6668235,6378657,94995,26426,68569,110,1,1,2083,2,0,18400,17755,151,54,97,6115304,5944754,54405,14592,39813,108,0,1,2293,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,8/31/2010,3681,265,100,2,2,0,1,3,0,0,0,53347,4971,1193,0,0,206,16,0,0,0,413,74,9,44537,41903,515,191,324,14428898,13721164,216018,70177,145841,1877,6,10,3864,14,19,315,0,0,0,0,0,8946,8417,125,42,83,2951170,2790609,45551,11295,34256,56,0,0,1424,1,2,7594,7304,65,26,39,2591590,2510066,23361,7452,15909,65,0,0,1385,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,9/30/2010,9812,211,236,1,0,0,2,3,0,0,0,66236,4509,1642,0,0,285,8,7,0,0,526,56,18,89915,84773,1173,423,750,28308298,26900615,522966,168694,354272,11936,49,93,2294,12,16,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,10/31/2010,6665,177,156,1,0,0,2,1,0,0,0,85842,5734,1960,0,0,389,35,7,0,0,0,51,0,84432,79246,1055,394,661,27054096,25593416,447892,153030,294862,7319,43,51,1845,12,15,499,0,0,0,0,0,10078,9786,178,57,121,3077489,2994684,77305,21695,55610,1404,6,17,10,0,1,2194,2129,16,13,3,532729,518556,6558,4233,2325,476,5,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,11/30/2010,5094,193,151,13,2,1,25,1,2,0,0,120454,5623,2733,0,0,635,52,16,0,0,894,55,38,57104,53390,820,351,469,18157805,17145262,355998,140948,215050,3437,60,35,562,6,2,497,0,2,0,0,0,37223,34980,490,200,290,12046093,11407831,202060,75192,126868,2051,21,16,534,0,2,29602,28181,349,157,192,9548943,9140256,138514,52340,86174,1872,16,13,2056,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,12/31/2010,4761,168,130,6,2,0,13,1,1,0,0,90676,4911,2192,0,0,521,52,16,0,0,672,54,30,52490,49029,760,318,442,16662519,15722212,327887,123153,204734,1906,12,13,1564,7,11,545,5,4,0,0,0,27010,25313,369,161,208,8537112,8072174,150502,58794,91708,1461,6,10,628,2,3,21963,20704,225,113,112,7042919,6677038,89766,40194,49572,2050,10,9,1887,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,1/31/2011,6197,162,337,42,0,3,40,1,4,0,0,104498,5318,5849,0,0,627,152,70,0,0,776,56,133,50801,47703,973,459,514,16223214,15364949,402186,163952,238234,3121,36,42,1918,12,12,512,1,1,0,0,0,21493,20169,307,157,150,6604935,6254142,122382,54184,68198,2329,19,10,345,4,3,22501,21480,254,107,147,7379443,7068090,108135,42061,66074,2880,14,23,1516,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,2/28/2011,3900,147,310,23,2,11,29,3,6,0,0,84500,4829,5487,0,0,572,46,80,0,0,648,54,143,47676,44717,877,411,466,15180596,14363238,357718,141945,215773,2585,28,33,1999,20,17,239,1,0,0,0,0,22632,21328,308,149,159,7027872,6667624,124694,52077,72617,2583,15,28,169,1,3,23222,22157,300,129,171,7636089,7307377,125409,48507,76902,1183,13,15,1265,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,3/31/2011,4807,160,561,34,0,4,34,1,6,0,0,86756,4932,5706,0,0,620,37,105,0,0,713,68,170,55434,51797,1202,525,677,17241762,16252918,502606,186382,316224,3314,34,38,2279,23,12,478,4,3,0,0,0,34555,32568,354,153,201,10816584,10264079,157365,60226,97139,3355,23,19,252,0,0,26273,24956,410,205,205,8555266,8147365,170273,74153,96120,1447,13,7,2378,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,4/30/2011,4473,183,375,25,3,3,36,1,3,0,0,80403,4820,5272,0,0,622,34,103,0,0,736,73,150,43015,39927,1059,476,583,13258426,12449041,449848,171375,278473,2451,24,40,1540,17,8,375,2,0,0,0,0,29021,27309,325,177,148,9137418,8663189,134721,60196,74525,1994,20,11,289,0,2,15854,14920,232,106,126,4947077,4694137,100764,40409,60355,1538,6,5,2039,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,5/31/2011,4406,116,446,16,2,2,26,1,4,0,0,96985,4706,6513,0,0,740,34,127,0,0,926,78,183,42452,39525,1016,418,598,13104352,12322188,428041,156368,271673,2293,18,26,1549,10,19,507,7,1,0,0,0,26623,25026,327,179,148,8296338,7864225,140229,66298,73931,1945,16,17,274,3,1,16765,15761,161,79,82,5225254,4945982,67481,26522,40959,2069,13,2,1129,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,6/30/2011,5131,136,458,12,3,4,29,1,10,0,0,80405,3373,5541,0,0,569,39,108,0,0,753,71,167,50492,47359,1184,461,723,15598523,14722845,521876,182815,339061,2698,16,34,1986,29,17,596,0,1,0,0,0,30384,28674,406,206,200,9443287,8958821,179577,80315,99262,2484,28,24,393,2,4,25332,24205,171,104,67,8073320,7719596,73283,35163,38120,2514,16,11,1205,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,7/31/2011,4469,154,395,20,3,5,25,2,4,0,0,78770,4497,5261,0,0,518,67,115,0,0,787,94,205,41126,38640,901,300,601,12750371,12107238,422706,130892,291814,2520,16,28,1649,13,18,450,1,2,0,0,0,23127,21861,398,185,213,7096487,6764806,167242,68878,98364,2002,17,30,248,2,2,22422,21413,228,137,91,7120799,6818792,92089,44733,47356,1662,10,6,1559,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,8/31/2011,4422,105,421,17,3,2,23,1,8,0,0,95822,3123,6545,0,0,621,41,133,0,0,973,72,231,48606,45559,997,333,664,15217601,14413387,458821,145722,313099,2615,20,33,1882,13,19,569,3,2,0,0,0,28602,27001,507,198,309,8739249,8333288,222277,75866,146411,2352,18,28,337,1,3,25437,24191,202,117,85,8024889,7669803,96419,48549,47870,1890,11,1,2212,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,9/30/2011,3831,134,382,17,5,3,29,2,3,0,0,72720,3813,5163,0,0,485,80,106,0,0,760,77,181,38379,35758,773,292,481,12015536,11314106,341494,114999,226495,2003,14,28,1411,9,9,594,6,3,0,0,0,22395,20934,421,143,278,6812715,6440324,184564,56701,127863,1920,11,22,235,1,0,18458,17427,189,92,97,5744853,5464565,85928,38596,47332,1467,8,19,1763,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,10/31/2011,3656,116,396,21,1,7,34,2,6,0,0,85411,2837,6137,0,0,600,37,142,0,0,976,60,215,37245,34641,862,328,534,11640559,10956844,323579,97723,225856,1960,19,37,1331,7,21,551,7,1,0,0,0,21957,20409,507,195,312,6618671,6219721,196650,65396,131254,1705,10,21,297,0,2,16889,15877,339,145,194,5227409,4959174,126515,44959,81556,1453,17,22,1406,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,11/30/2011,3606,129,369,12,3,5,28,2,4,0,0,69738,3729,5186,0,0,513,82,124,0,0,851,45,181,43650,40707,978,388,590,13610354,12851616,368641,117258,251383,1749,14,25,1707,13,14,444,0,2,0,0,0,25765,24034,541,203,338,7868834,7416766,205022,61135,143887,2208,18,24,322,4,4,21155,19773,482,193,289,6559679,6188129,186592,65329,121263,1804,11,22,1718,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,12/31/2011,3820,207,467,26,1,5,31,0,4,0,0,67702,2842,5330,0,0,498,47,127,0,0,831,56,181,75189,70138,1730,659,1071,23129793,21813581,656084,202218,453866,5762,46,77,3223,22,29,697,4,0,0,0,0,21501,20086,398,149,249,6616130,6223468,149848,44875,104973,1932,12,19,511,4,3,17452,16318,404,158,246,5354531,5062011,157425,53023,104402,1538,12,17,1326,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,1/31/2012,3929,125,400,10,2,3,38,1,3,0,0,79971,4195,6280,0,0,561,82,138,0,0,1072,53,203,40375,37903,1032,355,677,12500631,11868852,396218,105027,291191,1769,13,32,1575,17,12,368,1,1,0,0,0,25039,23530,475,181,294,7825031,7406608,180678,54555,126123,2069,21,19,233,0,1,20130,18925,447,168,279,6193867,5876657,176406,59108,117298,1555,8,11,1668,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,2/29/2012,4116,103,442,29,1,9,45,1,10,0,0,63996,2353,5087,0,0,431,33,106,0,0,898,54,192,35975,33498,1026,297,729,11105209,10461802,403291,92568,310723,2555,29,50,1198,13,20,363,1,2,0,0,0,20715,19415,424,157,267,6402719,6052350,157299,43261,114038,1660,14,29,193,1,1,15669,14628,340,128,212,4852513,4576211,133234,42262,90972,1337,10,18,1321,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,3/31/2012,3423,103,348,20,1,10,30,1,1,0,0,63355,2353,4915,0,0,486,33,122,0,0,922,54,183,34407,32059,1022,367,655,10569394,9971794,395444,115365,280079,1878,33,35,1295,6,15,422,1,0,0,0,0,19564,18325,434,158,276,5965596,5646611,163167,44551,118616,1706,15,30,199,3,0,15318,14373,307,117,190,4795392,4551973,115655,34123,81532,1456,7,13,1234,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,4/30/2012,2299,69,246,5,1,2,14,0,4,0,0,70331,2485,5217,0,0,500,41,145,0,0,1042,54,207,29926,27770,865,305,560,9279919,8719365,328054,88258,239796,714,4,14,1088,8,12,299,1,1,0,0,0,17275,16081,421,132,289,5228292,4930003,164013,41723,122290,991,5,17,180,2,1,14737,13764,288,101,187,4663646,4409958,107361,26542,80819,1200,7,17,1031,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,5/31/2012,3811,93,352,25,1,9,31,0,8,0,0,54612,3299,4105,0,0,428,54,117,0,0,781,40,175,35149,32644,1134,443,691,11029631,10379427,435887,135103,300784,1763,25,31,1391,5,12,434,1,2,0,0,0,18801,17461,460,157,303,5660453,5328864,178577,49848,128729,1414,8,17,213,0,3,18309,17092,342,98,244,5769235,5448986,125713,27202,98511,1472,7,17,1416,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,6/30/2012,2673,93,299,5,1,2,18,0,3,0,0,50137,3299,3996,0,0,416,54,112,0,0,623,40,166,26341,24620,816,339,477,8293536,7844055,303854,98689,205165,1423,8,26,1178,13,20,357,2,2,0,0,0,14694,13693,316,133,183,4465309,4201667,114308,40067,74241,1487,13,15,420,2,4,14067,13141,254,85,169,4373581,4133571,99731,28455,71276,1116,14,12,1183,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,7/31/2012,1819,71,188,5,0,5,16,0,4,0,0,54824,2043,4528,0,0,392,29,114,0,0,590,46,167,28831,27005,759,287,472,9058102,8587149,297474,93872,203602,1408,9,17,1132,18,17,355,1,1,0,0,0,16374,15318,239,103,136,5099198,4816708,82896,26824,56072,1410,3,5,174,4,0,13630,12693,280,113,167,4221644,3987374,108008,37622,70386,387,4,6,1355,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,8/31/2012,2378,67,238,16,2,2,26,1,3,0,0,40282,1917,3571,0,0,269,24,87,0,0,431,47,117,25654,24034,604,227,377,8136933,7711645,237409,72847,164562,1802,15,29,867,8,10,379,1,0,0,0,0,13902,13008,181,89,92,4364075,4126890,64440,25683,38757,1244,11,12,164,1,1,6191,5623,171,68,103,1942259,1804925,65474,22372,43102,142,2,3,956,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,9/30/2012,1700,71,163,15,2,2,24,2,3,0,0,35999,1917,3253,0,0,244,24,60,0,0,392,47,93,24570,22902,542,189,353,7817856,7365872,219904,64376,155528,1293,6,20,792,9,5,282,1,2,0,0,0,12660,11836,217,99,118,3963218,3743462,81256,29744,51512,1039,13,20,172,0,0,2539,2230,61,23,38,790586,723783,24500,8974,15526,12,0,0,587,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,10/31/2012,1660,92,184,8,1,2,16,3,4,0,0,41683,1539,3655,0,0,291,26,61,0,0,461,34,113,26998,25127,553,215,338,8628271,8127355,225699,78449,147250,1269,10,20,904,3,8,395,3,1,0,0,0,13428,12408,299,134,165,4215198,3936276,111912,41124,70788,1259,10,15,161,1,1,1553,1325,46,18,28,466834,20824,19305,7701,11604,16,1,0,157,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,11/30/2012,1345,62,142,6,1,3,21,4,3,0,0,30181,1347,2713,0,0,207,18,51,0,0,372,32,95,21437,19873,515,168,347,6937473,6523519,207713,58152,149561,1060,8,20,728,4,1,270,2,3,0,0,0,10753,9985,220,92,128,3328761,3126151,88288,33006,55282,970,6,8,150,2,2,692,609,13,5,8,200969,185124,5478,2130,3348,12,0,0,182,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,12/31/2012,1694,63,148,12,2,4,26,0,2,0,0,35483,2342,2962,0,0,248,67,63,0,0,384,51,130,20911,19350,512,183,329,6789462,6370768,200971,58427,142544,1378,15,22,1007,10,11,335,3,5,0,0,0,11337,10648,248,114,134,3583208,3394291,96467,39516,56951,1301,11,11,274,2,3,455,410,10,0,10,130772,120666,4272,0,4272,13,0,0,67,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,1/31/2013,1654,97,156,7,3,4,16,2,5,0,0,23736,2132,1872,0,0,161,73,43,0,0,242,48,70,21764,20406,487,176,311,7088030,6730374,189743,58850,130893,1379,8,16,1651,12,23,231,1,1,0,0,0,11217,10570,180,71,109,3598981,3430140,72452,25814,4663,232,0,1,941,4,4,479,438,6,1,5,142659,135468,1980,436,1544,10,0,0,78,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,2/28/2013,1854,63,151,21,3,3,33,2,3,0,0,20660,1872,1491,0,0,173,52,47,0,0,266,43,49,19103,17758,513,214,299,6205004,5838259,203163,73412,129751,1417,17,33,995,8,0,257,3,1,0,0,0,5315,4985,160,91,69,1706152,1621973,62232,32369,29863,72,2,2,601,6,3,347,324,0,0,0,101125,97044,0,0,0,6,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,3/31/2013,2132,58,202,20,1,5,38,1,7,0,0,20030,1897,1435,0,0,191,40,45,0,0,290,47,55,20476,19027,590,227,363,6636744,6243428,235336,75870,159466,1716,20,38,1153,10,17,237,1,2,0,0,0,2725,2498,53,29,24,854694,798972,20250,9649,10601,42,0,0,553,3,5,343,311,0,0,0,103156,95531,0,0,0,8,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,4/30/2013,1679,49,141,13,0,6,23,0,1,0,0,22798,1807,1611,0,0,202,29,61,0,0,406,40,64,22706,20999,677,261,416,6657669,6246004,249759,81413,168346,1231,18,25,1523,14,19,213,0,1,0,0,0,1320,1198,33,12,21,357100,327570,12277,3565,8712,17,0,0,132,1,0,356,329,5,1,4,94566,89058,1432,124,1308,7,0,0,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,5/31/2013,1679,60,167,10,1,3,35,0,6,0,0,18019,1700,1406,0,0,137,26,51,0,0,341,23,51,18455,17135,601,184,417,5124646,4833813,214721,53058,161663,1258,11,43,1082,9,12,253,6,1,0,0,0,1037,976,7,2,5,262653,249245,2305,707,1598,14,0,0,95,2,0,278,249,0,0,0,68132,61293,0,0,0,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,6/30/2013,1970,69,161,7,1,5,28,0,8,0,0,17900,1022,1283,0,0,121,10,56,0,0,334,17,65,18647,17472,609,185,424,5263583,4999525,217774,53929,163845,1417,4,33,1084,8,9,209,1,1,0,0,0,894,815,7,2,5,214498,196775,2352,423,1929,10,0,0,83,0,0,250,221,0,0,0,63621,57649,0,0,0,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,7/31/2013,1342,71,118,12,2,2,19,0,5,0,0,21366,1704,1534,0,0,143,35,69,0,0,401,18,88,20966,19624,718,213,505,5913615,5622873,259359,63136,196223,1113,12,19,1408,16,28,195,2,2,0,0,0,1016,924,15,6,9,258287,240852,4532,1160,3372,12,0,0,74,0,3,481,411,6,6,0,115722,102287,2267,2267,0,13,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,8/31/2013,1937,50,191,21,0,6,32,1,10,0,0,17290,1632,1160,0,0,143,44,54,0,0,285,24,80,17746,16607,568,195,373,5066784,4821184,200270,54475,145795,1386,24,30,1184,15,26,271,0,3,0,0,0,782,717,10,7,3,193001,181052,2247,1116,1131,10,0,0,57,0,0,335,307,0,0,0,81350,75635,0,0,0,10,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,9/30/2013,1479,52,136,12,1,6,24,1,7,0,0,19442,1479,1412,0,0,200,46,64,0,0,308,19,86,15973,14777,500,195,305,4519421,4247699,179321,59814,119507,1084,14,33,1104,3,23,262,3,1,0,0,0,734,678,17,8,9,172456,161842,4732,1232,3500,14,0,0,63,0,0,327,286,3,2,1,83462,75264,873,485,388,5,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,10/31/2013,1440,77,149,18,2,0,27,1,10,0,0,16374,1690,1162,0,0,194,51,59,0,0,305,18,80,19663,18259,731,288,443,5759080,5421175,268977,91362,177615,1102,16,30,1153,11,6,287,0,6,0,0,0,716,649,18,6,12,176236,161700,5757,928,4829,10,0,0,57,1,1,407,343,4,3,1,101198,92863,1182,779,403,9,0,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,11/30/2013,1341,56,131,17,2,10,28,2,5,0,0,15814,1913,1089,0,0,214,75,57,0,0,319,25,85,15320,14141,655,251,404,4424737,4146191,240588,76252,164336,946,18,29,996,9,11,241,2,1,0,0,0,577,510,11,5,6,140406,128356,3406,1260,2146,7,0,0,55,1,1,320,280,0,0,0,81431,73587,0,0,0,6,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,12/31/2013,1275,67,112,10,1,6,16,0,6,0,0,19870,1770,1380,0,0,193,80,97,0,0,398,26,109,18386,17000,767,296,471,5357042,5030032,280274,97060,183214,1161,21,24,1114,14,22,278,0,1,0,0,0,698,633,4,4,0,170730,158041,834,834,0,19,0,0,73,1,0,401,345,2,0,2,99138,88642,493,0,493,11,0,0,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,1/31/2014,310,14,37,1,8,2,7,0,1,0,0,476,325,39,0,0,2,9,1,0,0,5,12,1,1493,1270,43,11,32,401801,348789,16578,3618,12960,270,3,10,64,0,1,58,0,0,0,0,0,121,101,7,0,7,27357,23597,2422,0,2422,2,0,0,3,0,0,65,48,0,0,0,13023,10530,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,2/28/2014,15,4,7,0,0,0,0,0,0,0,0,49,126,3,0,0,0,1,0,0,0,0,4,0,166,128,0,0,0,46583,37801,0,0,0,23,0,0,9,0,0,7,0,0,0,0,0,13,9,1,0,1,2950,2309,372,0,372,1,0,0,1,0,0,21,14,0,0,0,6184,4911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,3/31/2014,4,1,2,0,0,0,1,0,0,0,0,26,1,10,0,0,0,0,0,0,0,0,0,0,94,73,3,0,3,23200,19999,929,0,929,7,0,1,8,0,0,4,0,0,0,0,0,26,18,0,0,0,5492,4813,0,0,0,0,0,0,2,0,0,17,11,0,0,0,3700,2850,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,7/31/2008,6387,679,180,67,1,8,133,8,31,0,38,13089,76,166,0,2,110,1,12,0,1,213,2,46,10241,10109,319,110,209,3046321,3016354,121932,29461,83179,4920,45,101,0,0,0,1461,22,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,8/31/2008,4952,119,126,92,3,7,121,1,25,0,0,54610,2434,1118,0,0,511,24,56,0,0,1000,10,227,50322,49196,1793,624,1169,14644776,14412997,680332,160846,466036,7618,96,203,0,0,0,877,43,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,9/30/2008,3523,83,111,77,0,6,95,1,12,2150,0,59882,2698,1422,0,0,563,29,53,0,0,1138,27,248,66358,64601,2178,679,1499,19281501,18916869,895421,212992,597573,2884,52,81,0,0,0,817,29,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,10/31/2008,3865,82,151,83,0,5,84,0,14,1419,189,57828,2425,1509,0,0,573,23,58,0,0,1213,18,252,54470,52625,1987,602,1385,15546406,15168584,804681,191009,547357,2706,48,56,0,0,0,928,33,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,11/30/2008,4429,110,153,92,0,3,112,2,18,637,89,39219,1378,1172,0,0,390,15,40,0,0,853,6,140,32612,31030,1208,359,849,9409884,9108360,489801,111115,332571,2521,35,56,0,0,0,1023,27,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,12/31/2008,15830,131,466,209,0,14,290,2,70,698,277,63023,2902,1809,0,0,637,31,38,0,0,1155,23,231,68091,65848,2189,712,1477,20148356,19693860,894146,222553,588171,3514,59,80,0,0,0,2420,83,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,1/31/2009,7301,81,205,142,0,5,158,0,17,1061,322,82020,3563,2289,0,0,796,27,67,0,0,1490,30,324,80542,78264,2640,831,1809,23706594,23220438,1080852,260121,718013,3088,45,66,593,4,8,1400,41,38,2,0,0,989,987,23,9,14,299905,299530,8605,2849,5124,593,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,2/28/2009,5647,47,164,40,0,6,98,0,12,171,33,90048,3243,2523,0,0,632,29,52,0,0,1534,27,329,59070,57298,1745,437,1308,17396147,16874263,724559,130421,499946,2746,8,42,6773,67,155,1241,22,13,3,0,0,29672,28782,721,181,540,8803045,8538954,309137,55645,213305,6773,67,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,3/31/2009,5700,49,179,25,0,2,95,0,18,1443,403,125633,4212,3548,0,0,667,22,68,0,0,1971,43,427,58260,56513,1364,341,1023,17173930,16658713,584324,105179,403184,1849,11,20,2572,12,54,1247,16,30,3,0,0,67892,65856,633,159,474,20042822,19441538,253619,45652,174998,2572,12,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,4/30/2009,7034,75,173,36,0,4,110,1,19,1151,245,110397,4177,3383,0,0,542,39,54,0,0,1726,40,375,43975,42656,939,235,704,13002659,12612579,413973,74515,285641,1546,10,31,2158,15,54,1328,18,26,3,0,0,69826,67731,1799,450,1349,20594399,19976567,772155,138988,532787,2158,15,54,3290,19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,5/31/2009,7987,63,234,102,0,5,112,2,20,668,100,101974,4192,3220,0,0,447,33,38,0,0,1609,33,302,38208,37062,825,207,618,11306592,10967394,357728,64391,246832,1431,7,21,2281,8,45,1336,53,35,1,0,0,62547,60671,1483,371,1112,18645946,18086568,647436,116538,446731,2281,8,45,5646,56,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,6/30/2009,9606,71,262,80,0,4,106,0,19,855,0,127004,5032,3909,0,0,474,37,28,0,0,1756,28,296,40054,38852,871,218,653,11865941,11509963,360673,64921,248864,1580,9,18,3056,9,49,1514,32,24,4,0,0,88435,85782,1739,435,1304,26735973,25933894,767229,138101,529388,3056,9,49,2826,25,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,7/31/2009,14004,116,373,264,0,8,103,1,23,1382,316,125476,5827,3525,0,0,429,27,24,0,0,1448,30,285,34442,33409,692,173,519,10468894,10154827,280225,50440,193355,2494,9,20,1447,6,23,1889,39,25,4,0,0,96366,93486,1533,384,1149,29532283,28649755,685566,123402,473041,1447,6,23,3104,16,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
