st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c18,c19,c21,c22,c23,c24,c25,c27,c29,c30,c31,c32,c33,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99
NH,1/31/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,2/28/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,3/31/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,4/30/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,5/31/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2475,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,6/30/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,7/31/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,8/31/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,9/30/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,10/31/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,11/30/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,12/31/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,502,502,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,1/31/2020,0,0,0,0,0,0,0,0,0,5307,0,0,0,0,18,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,8/31/2021,0,0,0,0,0,0,0,0,0,313,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,1/31/2022,0,0,0,0,0,0,0,0,0,807,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,7/31/2008,30597,43,1600,110,0,5,97,0,9,0,0,49046,319,2449,0,0,159,0,3,0,0,153,0,17,49228,47450,479,153,165,17656225,17183370,178348,59499,80053,22130,71,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,8/31/2008,57464,481,3022,180,0,10,215,0,27,0,0,362421,4577,17271,0,0,1130,0,69,0,0,1362,0,162,358708,340197,3466,1096,1408,124437888,119909206,1305229,408069,654027,51353,153,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,9/30/2008,19246,119,1199,49,0,4,53,0,7,0,0,355582,3934,18983,0,0,1155,0,77,0,0,1508,0,158,349118,325969,3653,1134,1475,121917769,116064446,1371858,430296,684100,16005,53,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,10/31/2008,15910,437,1025,44,0,4,49,0,3,0,0,295672,4941,16953,0,0,891,0,70,0,0,1118,0,111,291887,267243,2842,900,1113,103614312,97386565,1061665,340017,525464,15698,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,11/30/2008,14155,469,1018,30,0,0,66,0,10,0,0,159302,1987,10107,0,0,430,0,37,0,0,582,0,87,157390,141662,1638,431,618,56169828,52430532,602412,165327,291380,12842,33,53,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,12/31/2008,18919,827,1118,55,0,5,66,0,5,0,0,425596,4132,25929,0,0,1212,0,78,0,0,1488,0,192,411644,384474,3937,1203,1507,146464848,139308899,1487561,465669,717037,16406,44,73,370,0,2,975,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,1/31/2009,17466,1236,960,47,0,3,61,0,2,0,0,512701,6110,30393,0,0,1479,0,106,0,0,1858,0,240,434070,405561,4426,1248,1731,155532323,147891521,1641505,473021,829541,17446,51,63,51640,170,178,1062,3,8,0,0,0,73530,72807,631,234,226,26037232,25784711,195700,89420,106280,38967,124,125,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,2/28/2009,17191,1096,975,32,0,4,59,0,12,0,0,484658,4282,29447,0,0,1337,0,94,0,0,1797,0,211,265808,244661,2842,667,1120,96413805,91155748,1042714,252146,545338,15189,26,58,13474,40,56,649,2,0,0,0,0,220610,213379,1440,680,754,78049675,75621744,766311,363375,402936,19819,62,83,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,3/31/2009,22745,909,1165,54,0,1,74,0,7,0,0,546580,6920,32636,0,0,1539,0,135,0,0,2055,0,263,280903,260883,3068,689,1257,101998127,97027934,1142954,256762,619461,16936,33,80,11906,33,56,550,2,1,0,0,0,273827,262300,1898,911,983,96565140,92807451,988778,345111,460124,12940,41,56,2125,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,4/30/2009,22220,1180,991,53,0,3,66,0,4,0,0,591499,10733,32855,0,0,1635,0,99,0,0,2164,0,238,325488,304193,3283,819,1255,118786777,113413610,1203328,307302,618012,20424,56,65,12557,31,51,764,2,0,0,0,0,272206,256461,1899,841,1058,97356392,92680184,1028523,329370,500002,12565,33,54,45556,144,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,5/31/2009,23839,810,926,35,0,1,55,0,4,0,0,434641,7840,23300,0,0,992,0,78,0,0,1615,0,174,303358,282894,3008,664,1148,111238975,106046710,1101284,251321,566301,20233,30,57,12043,47,49,653,0,3,0,0,0,133294,121209,918,357,557,47810793,44590341,526230,137708,268809,11145,41,47,10274,33,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,6/30/2009,27945,954,1085,45,0,3,60,0,3,0,0,475459,6349,23224,0,0,1133,0,61,0,0,1737,0,186,337728,315433,2902,703,1199,125068947,119308779,1095141,264422,598674,22262,45,60,12661,30,58,929,3,2,0,0,0,303358,282894,3008,664,1148,111238975,106046710,1101284,251321,566301,20233,30,57,12043,47,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,7/31/2009,29492,1488,1077,43,0,2,74,0,2,0,0,568370,8919,25191,0,0,1152,0,73,0,0,1715,0,172,408619,385284,2886,749,1199,153911543,147585850,1108106,290476,597545,27525,38,62,14283,25,52,895,1,7,0,0,0,160889,150889,1022,392,630,58360665,55521015,600525,142747,310343,14107,21,53,10586,23,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,8/31/2009,29022,1041,1113,43,0,0,53,0,7,0,0,535511,6980,22914,0,0,1012,0,54,0,0,1561,0,122,392084,371095,2540,685,1047,149320109,143613795,974127,264763,529874,26296,38,46,13617,37,54,950,1,2,0,0,0,145132,137115,889,324,565,52916136,50765447,518928,118480,277881,12794,30,50,9995,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,9/30/2009,26799,964,1080,53,0,1,67,0,3,0,0,619740,7408,25118,0,0,1139,0,38,0,0,1665,0,184,452937,427831,2645,726,1091,174323648,167391175,1018794,266414,554142,26474,39,62,16780,34,40,1548,3,2,0,0,0,165392,156366,993,383,610,60559840,58233579,552228,138206,303231,15797,43,45,11200,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,10/31/2009,22790,1255,1009,58,0,2,49,0,7,0,0,631882,10702,25382,0,0,1210,0,55,0,0,1169,70,49,453523,424363,2690,802,1046,175468990,167398261,1041956,300007,530643,23833,50,60,17232,27,42,2070,4,2,0,0,0,177466,167409,900,402,498,65833080,63209520,497168,148775,248318,17202,28,37,10887,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,11/30/2009,23865,907,1114,59,0,2,66,0,6,0,0,733352,8992,30425,0,0,1478,0,68,0,0,1846,0,160,420929,393132,2625,718,1008,163765011,155948308,1017023,272962,518535,22125,47,58,16890,31,40,1625,2,1,0,0,0,175655,166077,853,371,482,66804300,63199155,471384,140204,240332,15619,33,48,10864,27,39,136867,129296,816,399,417,48858795,46575235,430733,152200,196705,69179,199,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,12/31/2009,24627,1204,1138,50,0,1,147,0,9,0,0,1214551,17188,58127,0,0,2712,0,142,0,0,3259,0,397,483955,450548,3120,883,1229,188868154,179339899,1238190,338441,628270,24199,51,98,24001,42,57,1822,5,2,0,0,0,235976,223810,999,449,550,89627025,86264900,537405,167247,276579,23844,39,52,15093,35,34,495421,467005,3060,1388,1668,177421035,169136093,1674130,521315,797394,43406,115,158,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,1/31/2010,22158,1234,975,77,0,6,251,0,12,0,0,1085722,14556,51135,0,0,2460,0,133,0,0,3542,0,363,389532,363983,3899,795,1687,151521310,144282714,1613301,301597,871152,22295,63,256,18794,27,45,1603,2,1,0,0,0,214456,204672,878,367,509,82416404,79656948,473639,138245,257872,19307,31,49,13412,22,31,485916,461632,2866,1322,1540,174893177,167802256,1574172,504044,738020,17743,28,34,2440,15,0,891,864,0,0,0,489760,477000,0,0,0,432,0,0,108,0,0
NJ,2/28/2010,18915,974,964,47,0,2,175,0,8,0,0,1082516,16110,51643,0,0,2681,0,145,0,0,4045,0,408,355159,331620,4846,885,2188,137894732,131199617,2062100,330863,1124265,17667,50,166,16714,34,41,983,3,2,0,0,0,213419,204193,1264,402,474,82506290,79634728,490076,151188,243371,16651,26,33,13643,28,20,480868,454663,2799,1280,1516,175906989,168171243,1513633,493570,729285,13120,32,30,82675,224,263,37158,36753,326,123,46,11675579,11539248,102071,43353,22657,20359,63,43,433,1,0
NJ,3/31/2010,24627,940,1300,61,0,6,189,0,10,0,0,1296853,15000,63363,0,0,3245,0,135,0,0,5606,0,511,397624,369800,6610,1001,3270,152405449,144668283,2905078,382258,1689343,21113,46,196,18044,46,46,1224,5,3,0,0,0,243842,231054,1626,465,635,94231458,90572506,637310,172328,323065,18442,42,50,19189,35,56,241294,219347,1585,581,604,88662297,82368859,618736,214724,291198,19502,36,39,18163,57,63,430626,420312,3619,1198,1372,155938710,152271082,1393705,468967,658434,76744,209,257,45760,137,112
NJ,4/30/2010,20851,1163,1052,48,0,2,129,0,8,0,0,979594,19919,44753,0,0,2517,0,130,0,0,4939,0,379,359744,333289,6664,960,3375,136479137,129241658,2957372,379890,1753135,17798,49,124,16113,34,64,1447,2,5,0,0,0,212352,200035,1593,505,530,82194124,78705810,612095,195617,269634,16402,45,48,16259,30,36,227354,209354,1489,499,549,85132766,80572972,551512,183890,272182,16965,36,47,14536,33,32,152880,139356,1301,438,491,56334239,52057251,485180,158429,234619,15535,40,43,45875,125,171
NJ,5/31/2010,20648,948,905,44,0,1,105,0,6,0,0,819922,12696,36892,0,0,2027,0,73,0,0,4680,0,332,336255,309600,6343,910,3270,126622506,119521031,2809676,360955,1693413,20220,42,122,16058,41,190,1345,2,3,0,0,0,186815,175391,1746,437,741,71833258,68671494,717905,167924,381658,14973,30,130,14237,33,44,210335,195287,1345,406,524,79246845,75409485,489324,151854,263383,14490,28,37,12228,30,29,83714,73818,658,220,224,30306406,27670432,239493,82085,107197,12705,36,29,13793,36,37
NJ,6/30/2010,17921,862,795,36,0,2,73,0,4,0,0,879135,13211,38791,0,0,1898,0,76,0,0,4960,0,367,325851,299845,5252,734,2756,122861603,115984340,2335949,286658,1438204,7668,13,37,15644,55,201,1421,3,5,0,0,0,193225,181330,2700,445,1282,74051856,70732099,1149518,161094,656554,10906,31,141,14706,32,34,218315,203315,1473,391,570,83175247,79189151,563412,147850,286856,9196,16,30,17464,30,43,78571,70429,472,167,147,28801928,27329426,166569,61431,72214,9294,14,16,13654,32,29
NJ,7/31/2010,22424,1330,942,41,0,2,95,0,5,0,0,886910,15593,38765,0,0,2053,0,85,0,0,5213,0,365,353840,329417,4509,787,2270,135208600,128606295,1963517,324868,1185393,29209,70,127,14025,35,162,1496,5,4,0,0,0,195363,184240,3886,516,1976,74429323,71368623,1703922,189963,1011925,19645,58,236,13425,29,50,214479,200983,1638,469,585,82475839,78734442,623024,176918,293009,19587,47,57,15240,27,36,106395,99491,685,207,266,40231967,38419523,251602,72119,135170,22215,46,61,14503,26,26
NJ,8/31/2010,22970,1330,964,64,0,3,104,0,6,0,0,807577,11717,37078,0,0,1914,0,87,0,0,5087,0,359,338032,315256,3781,744,1867,129117573,122992244,1620112,302949,974167,19980,34,96,14846,40,131,1589,4,10,0,0,0,182711,172465,3998,529,2167,69033654,66274716,1813830,199611,1120953,14664,34,141,14182,33,170,188228,177083,1795,436,758,71808726,68743680,728771,165214,387742,13633,26,116,13536,35,47,92131,86131,582,180,210,34869061,33259309,217366,64191,104326,14351,25,36,15202,32,41
NJ,9/30/2010,18498,1180,867,64,0,3,87,0,10,0,0,849303,15188,38305,0,0,2150,0,101,0,0,5340,0,355,360269,335017,3734,822,1804,138883785,132108491,1608947,345190,939759,19180,55,94,15285,36,96,2089,3,8,0,0,0,191946,180808,3559,543,1892,72379883,69471145,1612968,214631,983976,15768,34,121,13903,50,154,205882,193403,2882,537,1330,78816423,75451132,1233827,204964,684290,14452,52,181,14182,38,35,87577,81702,755,224,294,33301581,31725409,293735,80418,150509,14129,39,49,14266,25,36
NJ,10/31/2010,17466,1081,898,63,0,2,101,0,6,0,0,718370,11181,32852,0,0,1808,0,91,0,0,4662,0,359,309956,285112,3269,760,1580,119141128,112515755,1415424,330811,826720,16349,52,102,12711,25,71,2160,11,4,0,0,0,164547,154128,2615,398,1389,61916596,59133799,1159306,166702,720139,13061,32,67,11307,27,137,168087,156713,3119,435,1579,63297372,60244215,1373671,165398,810174,11340,30,133,11328,20,35,71952,66673,590,206,191,27480878,26034134,225136,78471,96840,11930,33,25,11556,32,45
NJ,11/30/2010,17785,883,874,151,0,1,77,0,7,0,0,736145,9564,33480,0,0,1863,0,85,0,0,4903,0,387,323192,297875,3688,873,1763,123899403,117091189,1580040,368383,921886,17492,58,88,14333,37,67,1992,5,2,0,0,0,166129,155557,2115,379,1047,62415324,59543450,900285,151835,543118,13258,26,62,12588,32,111,170563,158911,3754,470,1996,63602748,60451790,1699393,188113,1031273,12469,32,124,11968,29,109,75970,70420,696,141,292,28719846,27214168,279345,52461,148343,12001,20,81,12303,35,31
NJ,12/31/2010,20444,1167,923,258,0,4,115,0,8,0,0,803259,13563,35888,0,0,2074,0,95,0,0,5390,0,413,344462,317101,3946,966,1879,132983934,125420034,1711820,411029,993269,16820,55,83,16105,26,82,1834,2,4,0,0,0,184266,172467,1999,403,990,70471309,67190765,859968,166770,515784,16479,36,83,13067,27,85,188490,175404,3560,492,1917,70815149,67267778,1612510,194466,988865,13399,31,93,13309,44,172,80261,74392,1599,210,824,30037170,28424746,707257,84594,422416,13545,42,170,12062,21,82
NJ,1/31/2011,23006,1267,962,232,0,8,113,0,13,0,0,745711,9287,33183,0,0,2180,0,90,0,0,4756,0,365,323100,299961,4171,1142,1745,125286463,118715310,1721474,446873,925163,21239,93,109,14351,47,82,1608,3,7,0,0,0,169723,159780,1801,418,891,65358836,62621228,783601,172762,459542,14110,39,86,11305,30,55,164677,154427,2634,401,1377,61822220,59037821,1174217,166080,714618,11841,28,61,10778,26,121,69581,64990,1554,202,813,26085530,24807633,702101,77353,416674,11143,30,124,11852,39,146
NJ,2/28/2011,17130,1039,805,191,0,6,97,0,10,0,0,695821,10332,30315,0,0,2431,0,98,0,0,4373,0,415,303337,279800,4920,1390,1794,116865209,110146520,1870911,497710,950397,15669,145,104,13057,56,74,1129,1,3,0,0,0,167847,157473,1969,489,860,64701990,61820047,854867,212453,493252,13551,51,68,11432,29,63,156604,146285,2138,395,1080,58809670,56040246,925431,158079,559953,10933,29,64,10856,33,114,63339,58982,1349,171,747,23520582,22306595,617933,66276,387835,10709,27,126,10143,31,127
NJ,3/31/2011,19443,1032,1077,195,0,9,133,0,8,0,0,779577,13686,34014,0,0,3246,0,115,0,0,4832,0,398,339119,311366,6461,2043,2120,129530434,121769840,2360545,703901,1110661,17668,173,138,14372,42,95,1300,4,9,0,0,0,185600,173360,2317,573,1138,71313653,67910015,1004362,240555,590345,14779,47,100,13556,32,78,179478,167863,2111,437,1047,67998826,64850785,908913,177869,543736,14623,32,79,12507,27,90,76244,71170,1331,208,717,28458641,27056405,603204,88147,371416,12741,38,99,11574,30,126
NJ,4/30/2011,18174,900,920,146,0,3,104,0,12,0,0,654074,10382,28813,0,0,3103,0,110,0,0,3972,0,416,288176,263854,6336,2113,1960,108384546,101676936,2304492,763236,1019301,15577,144,101,12052,48,63,1453,3,4,0,0,0,153425,142706,2005,530,954,58663161,55688179,874649,218684,503883,12381,46,61,10984,41,66,150108,140041,1634,348,874,56989435,54286531,724376,145522,451244,11023,36,68,9719,22,60,62694,58396,852,135,427,23364532,22219771,365840,55507,220134,10302,22,57,10201,24,89
NJ,5/31/2011,16481,872,815,64,0,2,90,0,6,0,0,736108,9385,31110,0,0,3670,0,151,0,0,4389,0,407,328432,299900,7220,2404,2232,123173668,115437445,2594953,873379,1155064,15254,66,91,17536,98,100,1464,0,3,0,0,0,171595,159196,2539,640,1089,65635197,62165105,1043890,246356,575822,14170,73,98,12591,49,95,173149,161707,2048,543,1002,66313818,63182399,916780,236724,519913,12326,51,79,11261,31,55,65570,60788,713,128,353,24402943,23128394,303765,49313,182569,10361,24,55,11953,20,57
NJ,6/30/2011,13133,970,557,52,0,1,84,0,9,0,0,677510,13255,27811,0,0,3462,0,123,0,0,4201,0,380,277938,252884,5975,1945,1891,103617393,97034374,2157863,728598,987015,12873,45,84,13868,108,109,1589,3,7,0,0,0,172382,160374,2858,807,1083,66246258,62768570,1103607,291087,564500,15959,96,105,11323,34,70,162690,151391,2061,551,1044,62069133,58928299,917872,232009,543001,11825,38,85,11573,23,66,64651,59900,725,182,378,24456934,23235208,329947,80890,196582,11446,29,71,9715,23,56
NJ,7/31/2011,15044,916,622,49,0,6,98,0,9,0,0,651793,9783,26195,0,0,3394,0,127,0,0,3953,0,404,263374,243063,5359,1594,1799,98784284,93462213,1961452,618610,936044,13465,50,94,12706,128,95,1386,1,10,0,0,0,167626,156454,3358,1057,1088,64476068,61250071,1212073,361582,567425,12410,114,92,10922,69,61,153966,143788,2119,608,942,58853122,55958031,906280,246068,493439,11070,57,54,10317,46,61,63223,59166,673,158,359,24095142,22994203,299859,66504,184296,10151,39,58,10131,26,62
NJ,8/31/2011,15554,909,630,58,0,3,103,0,11,0,0,702718,9081,26988,0,0,3566,0,142,0,0,4310,0,473,287171,265785,5300,1331,1918,108054182,102518584,2001278,546019,1007408,14744,52,110,13988,129,105,1419,1,6,0,0,0,179910,168091,3815,1211,1281,68712342,65290343,1394294,423397,663099,13310,114,107,14553,78,87,165507,154472,2582,736,1059,63028134,59835745,1039046,272431,558618,12998,75,85,11489,42,79,67164,62895,847,263,368,25517476,24327888,371796,108287,189968,11368,43,69,10385,36,48
NJ,9/30/2011,12657,1207,646,54,0,4,76,0,9,0,0,623017,15704,24312,0,0,3246,0,130,0,0,3854,0,426,249428,229663,4136,944,1591,94598973,89497049,1587138,402269,846615,12383,54,82,12427,58,65,2262,7,7,0,0,0,149840,138728,3358,1181,1055,56408064,53306133,1246634,449139,545785,12195,78,74,11513,79,82,158244,147132,2680,778,952,60475541,57245329,1020206,276415,497475,13229,81,83,9871,33,61,61565,57558,928,234,436,23370349,22230789,402366,99318,230668,10284,40,74,9945,41,68
NJ,10/31/2011,14555,1034,714,82,0,6,83,0,9,0,0,665285,9284,25922,0,0,3364,0,202,0,0,4157,0,472,269960,247282,4532,1023,1840,102270522,96428780,1738794,415595,978901,13296,65,87,12002,44,71,2202,5,7,0,0,0,158073,145493,3128,1023,1057,59452785,55971934,1179322,399837,551834,12189,41,63,11261,96,89,171586,158344,3254,1000,1130,65246832,61396250,1214162,359392,584135,11503,94,93,10719,69,54,64491,59565,921,302,366,24447407,23026734,367182,109893,190685,10752,63,48,10119,40,69
NJ,11/30/2011,13186,802,585,55,0,1,117,0,8,0,0,634701,9832,23888,0,0,3194,0,131,0,0,4097,0,427,258588,236390,4260,1056,1826,97998118,92244848,1697688,442173,964456,12658,61,109,12006,40,84,2039,7,7,0,0,0,148857,136585,2644,769,963,55835918,52484640,1010321,312433,499931,11490,53,92,11118,97,83,163958,150581,3349,1028,1207,62064084,58155962,1236221,367466,620701,11101,93,86,11595,67,81,62276,57116,1087,339,377,23453479,21954243,414285,121295,197444,10338,55,82,9909,63,50
NJ,12/31/2011,12374,1063,595,65,0,7,95,0,5,0,0,588867,12751,22927,0,0,3100,0,133,0,0,3817,0,387,236024,215662,4054,1093,1694,89170562,83876575,1592289,428590,897101,11733,53,89,11907,48,90,1969,6,1,0,0,0,138620,127119,2322,576,893,52283803,49146557,889182,226844,473933,12107,49,85,10263,50,64,146057,133004,3102,1048,1053,54745896,51053788,1167528,397894,545324,10861,68,57,10787,64,72,67601,62487,1210,367,433,25762990,24251987,461126,132421,225736,12338,69,76,9159,53,67
NJ,1/31/2012,17545,1043,813,135,0,10,136,0,4,0,0,678593,9237,25635,0,0,3613,0,188,0,0,4609,0,504,271726,250752,4840,1429,2023,102653241,97097215,1930395,584982,1064189,15230,122,123,12667,59,86,1717,9,3,0,0,0,163675,151670,2870,631,1159,62426425,59154674,1098462,252048,611777,13581,57,93,11180,38,68,164560,151470,3275,1052,1152,61647754,57982432,1245359,401144,604045,11382,41,71,11125,78,86,74554,68812,1551,477,546,28325602,26599511,574308,174652,283227,11268,82,93,13169,73,90
